,customer_id,quantity,subtotal,tax,total,order_id,created_at
114,596,3,927,120,1047,114,2021-01-05 18:26:59
115,148,4,1446,187,1633,115,2021-01-05 18:30:46
116,346,3,997,129,1126,116,2021-01-05 20:14:42
117,359,2,898,116,1014,117,2021-01-05 20:21:30
118,172,3,688,89,777,118,2021-01-05 20:46:12
119,514,3,927,120,1047,119,2021-01-05 22:22:01
120,819,3,897,116,1013,120,2021-01-05 21:26:38
121,995,3,1027,133,1160,121,2021-01-05 22:55:29
122,455,3,697,90,787,122,2021-01-05 22:30:46
123,779,2,598,77,675,123,2021-01-06 00:53:06
124,265,3,1047,136,1183,124,2021-01-05 23:43:08
125,633,3,608,79,687,125,2021-01-06 01:27:36
126,147,3,747,97,844,126,2021-01-06 01:11:26
127,349,6,1444,187,1631,127,2021-01-06 01:56:42
128,657,5,1226,159,1385,128,2021-01-06 01:44:17
129,84,3,658,85,743,129,2021-01-06 04:37:02
130,506,2,659,85,744,130,2021-01-06 03:03:57
131,829,2,459,59,518,131,2021-01-06 05:18:13
132,658,2,1098,142,1240,132,2021-01-06 04:58:50
133,231,2,498,64,562,133,2021-01-06 05:22:46
134,238,6,1424,185,1609,134,2021-01-06 07:45:14
135,964,3,808,105,913,135,2021-01-06 08:04:02
136,852,3,597,77,674,136,2021-01-06 09:07:14
137,833,3,478,62,540,137,2021-01-06 10:33:55
138,529,3,597,77,674,138,2021-01-06 10:10:49
139,497,3,558,72,630,139,2021-01-06 12:48:54
140,411,2,598,77,675,140,2021-01-06 11:21:14
141,908,3,1127,146,1273,141,2021-01-06 13:46:40
142,646,3,727,94,821,142,2021-01-06 12:07:16
143,820,4,1626,211,1837,143,2021-01-06 16:04:24
144,938,2,548,71,619,144,2021-01-06 12:22:53
145,662,4,846,109,955,145,2021-01-06 17:58:32
146,297,3,808,105,913,146,2021-01-06 13:56:26
147,198,2,498,64,562,147,2021-01-06 19:04:47
148,240,3,558,72,630,148,2021-01-06 15:35:16
149,7,1,149,19,168,149,2021-01-06 19:16:25
150,639,3,608,79,687,150,2021-01-06 17:39:03
151,249,3,578,75,653,151,2021-01-06 19:42:52
152,360,1,499,64,563,152,2021-01-06 19:57:50
153,309,3,697,90,787,153,2021-01-06 21:09:48
154,302,5,1545,200,1745,154,2021-01-06 20:51:44
155,152,3,827,107,934,155,2021-01-06 23:34:43
156,908,3,797,103,900,156,2021-01-06 23:33:16
157,456,2,628,81,709,157,2021-01-07 01:26:52
158,584,2,659,85,744,158,2021-01-07 00:09:07
159,444,3,478,62,540,159,2021-01-07 03:46:26
160,786,3,758,98,856,160,2021-01-07 02:51:30
161,124,4,896,116,1012,161,2021-01-07 04:29:24
162,189,2,898,116,1014,162,2021-01-07 04:40:47
163,515,3,747,97,844,163,2021-01-07 05:21:51
164,584,2,1098,142,1240,164,2021-01-07 05:26:41
165,982,3,897,116,1013,165,2021-01-07 05:29:59
166,701,6,1574,204,1778,166,2021-01-07 07:29:11
167,169,3,1027,133,1160,167,2021-01-07 07:01:50
168,754,3,997,129,1126,168,2021-01-07 08:29:17
169,693,3,1197,155,1352,169,2021-01-07 08:07:55
170,777,1,149,19,168,170,2021-01-07 09:56:39
171,315,3,558,72,630,171,2021-01-07 08:40:19
172,196,3,1197,155,1352,172,2021-01-07 11:35:39
173,295,3,727,94,821,173,2021-01-07 11:03:14
174,309,3,1127,146,1273,174,2021-01-07 12:13:51
175,972,1,399,51,450,175,2021-01-07 13:28:17
176,272,3,747,97,844,176,2021-01-07 14:34:42
177,365,3,927,120,1047,177,2021-01-07 14:31:10
178,376,3,1327,172,1499,178,2021-01-07 17:01:00
179,292,2,798,103,901,179,2021-01-07 15:04:14
180,647,3,558,72,630,180,2021-01-07 17:51:46
181,316,5,1087,141,1228,181,2021-01-07 16:55:08
182,428,1,99,12,111,182,2021-01-07 18:55:37
183,424,3,827,107,934,183,2021-01-07 17:56:49
184,204,2,698,90,788,184,2021-01-07 21:23:25
185,476,6,1474,191,1665,185,2021-01-07 19:44:56
186,970,2,698,90,788,186,2021-01-07 22:06:56
187,183,2,1098,142,1240,187,2021-01-07 19:58:19
188,869,2,1098,142,1240,188,2021-01-07 23:04:11
189,801,3,997,129,1126,189,2021-01-07 21:44:28
190,929,5,1076,139,1215,190,2021-01-08 00:56:55
191,378,6,1854,241,2095,191,2021-01-07 23:59:44
192,815,5,1026,133,1159,192,2021-01-08 03:20:48
193,389,5,1117,145,1262,193,2021-01-08 02:02:35
194,814,3,597,77,674,194,2021-01-08 06:02:59
195,756,4,1346,174,1520,195,2021-01-08 02:49:33
196,422,3,747,97,844,196,2021-01-08 08:40:02
197,915,2,429,55,484,197,2021-01-08 03:11:35
198,481,2,498,64,562,198,2021-01-08 09:26:41
199,663,3,1247,162,1409,199,2021-01-08 05:47:13
200,957,2,748,97,845,200,2021-01-08 11:26:05
201,32,3,1327,172,1499,201,2021-01-08 07:45:48
202,439,5,1245,161,1406,202,2021-01-08 11:58:24
203,152,3,947,123,1070,203,2021-01-08 08:27:56
204,315,2,528,68,596,204,2021-01-08 13:14:35
205,234,3,558,72,630,205,2021-01-08 09:49:16
206,227,2,798,103,901,206,2021-01-08 15:26:52
207,473,6,2094,272,2366,207,2021-01-08 11:15:30
208,222,2,648,84,732,208,2021-01-08 17:31:52
209,149,5,1355,176,1531,209,2021-01-08 13:01:11
210,482,5,1195,155,1350,210,2021-01-08 19:00:45
211,78,3,947,123,1070,211,2021-01-08 14:33:52
212,14,3,1327,172,1499,212,2021-01-08 19:04:55
213,927,2,598,77,675,213,2021-01-08 15:51:40
214,353,5,1156,150,1306,214,2021-01-08 20:15:14
215,685,3,608,79,687,215,2021-01-08 17:36:34
216,545,3,647,84,731,216,2021-01-08 22:55:23
217,279,2,898,116,1014,217,2021-01-08 18:05:29
218,931,3,558,72,630,218,2021-01-08 23:56:17
219,370,5,1695,220,1915,219,2021-01-08 19:29:34
220,246,3,827,107,934,220,2021-01-09 01:14:58
221,508,3,578,75,653,221,2021-01-08 21:40:18
222,462,3,997,129,1126,222,2021-01-09 01:42:16
223,232,5,1645,213,1858,223,2021-01-08 22:52:56
224,726,2,498,64,562,224,2021-01-09 03:14:23
225,478,3,827,107,934,225,2021-01-09 01:37:18
226,672,1,149,19,168,226,2021-01-09 05:51:56
227,268,3,997,129,1126,227,2021-01-09 03:49:29
228,97,3,827,107,934,228,2021-01-09 08:34:03
229,992,1,599,77,676,229,2021-01-09 05:44:52
230,299,2,598,77,675,230,2021-01-09 10:49:51
231,902,2,548,71,619,231,2021-01-09 05:51:09
232,564,3,797,103,900,232,2021-01-09 13:06:25
233,974,5,1456,189,1645,233,2021-01-09 06:06:58
234,80,3,528,68,596,234,2021-01-09 14:44:17
235,315,3,528,68,596,235,2021-01-09 06:41:22
236,817,3,558,72,630,236,2021-01-09 14:51:38
237,143,3,827,107,934,237,2021-01-09 06:49:39
238,864,3,827,107,934,238,2021-01-09 16:09:49
239,128,3,1327,172,1499,239,2021-01-09 08:39:10
240,414,3,478,62,540,240,2021-01-09 17:43:52
241,725,3,1127,146,1273,241,2021-01-09 09:08:26
242,273,2,1098,142,1240,242,2021-01-09 19:20:45
243,668,3,558,72,630,243,2021-01-09 09:44:18
244,825,3,608,79,687,244,2021-01-09 20:29:08
245,187,2,1098,142,1240,245,2021-01-09 11:37:25
246,910,2,498,64,562,246,2021-01-09 21:30:29
247,766,3,528,68,596,247,2021-01-09 13:06:21
248,511,3,747,97,844,248,2021-01-09 22:38:55
249,968,6,1605,208,1813,249,2021-01-09 14:02:05
250,706,2,898,116,1014,250,2021-01-10 00:17:50
251,144,3,597,77,674,251,2021-01-09 14:09:45
252,300,6,1544,200,1744,252,2021-01-10 00:56:31
253,460,3,1247,162,1409,253,2021-01-09 15:39:36
254,261,3,1247,162,1409,254,2021-01-10 02:10:06
255,360,3,658,85,743,255,2021-01-09 17:09:33
256,385,2,798,103,901,256,2021-01-10 02:17:32
257,513,3,1127,146,1273,257,2021-01-09 18:52:58
258,799,3,808,105,913,258,2021-01-10 04:25:47
259,531,3,888,115,1003,259,2021-01-09 20:43:00
260,154,3,797,103,900,260,2021-01-10 06:06:35
261,303,4,1346,174,1520,261,2021-01-09 20:46:51
262,226,3,1027,133,1160,262,2021-01-10 07:20:50
263,621,2,498,64,562,263,2021-01-09 22:32:23
264,85,2,848,110,958,264,2021-01-10 10:02:53
265,764,2,498,64,562,265,2021-01-09 23:22:59
266,702,3,827,107,934,266,2021-01-10 11:16:03
267,912,3,947,123,1070,267,2021-01-10 00:34:43
268,178,1,399,51,450,268,2021-01-10 14:00:41
269,808,3,658,85,743,269,2021-01-10 03:11:33
270,665,3,428,55,483,270,2021-01-10 16:41:38
271,376,3,697,90,787,271,2021-01-10 04:14:49
272,228,2,498,64,562,272,2021-01-10 18:02:22
273,187,3,608,79,687,273,2021-01-10 05:17:11
274,395,6,1036,134,1170,274,2021-01-10 18:30:29
275,927,2,848,110,958,275,2021-01-10 06:42:12
276,425,1,99,12,111,276,2021-01-10 18:50:49
277,871,3,697,90,787,277,2021-01-10 08:53:09
278,153,3,697,90,787,278,2021-01-10 20:28:39
279,989,3,558,72,630,279,2021-01-10 11:08:12
280,354,3,478,62,540,280,2021-01-10 22:51:36
281,52,3,997,129,1126,281,2021-01-10 12:02:31
282,401,3,697,90,787,282,2021-01-11 00:55:45
283,908,2,698,90,788,283,2021-01-10 14:29:27
284,201,2,659,85,744,284,2021-01-11 02:12:38
285,35,2,898,116,1014,285,2021-01-10 16:58:22
286,567,3,608,79,687,286,2021-01-11 04:29:42
287,339,5,1386,180,1566,287,2021-01-10 17:46:09
288,197,3,827,107,934,288,2021-01-11 05:09:04
289,941,3,897,116,1013,289,2021-01-10 19:27:24
290,879,3,897,116,1013,290,2021-01-11 06:31:10
291,950,3,558,72,630,291,2021-01-10 20:10:59
292,656,2,498,64,562,292,2021-01-11 07:41:59
293,75,2,598,77,675,293,2021-01-10 22:42:28
294,566,2,598,77,675,294,2021-01-11 08:57:53
295,529,3,997,129,1126,295,2021-01-11 01:08:01
296,422,2,798,103,901,296,2021-01-11 11:26:11
297,339,3,747,97,844,297,2021-01-11 01:38:58
298,128,3,897,116,1013,298,2021-01-11 13:50:23
299,861,3,808,105,913,299,2021-01-11 03:03:31
300,763,2,698,90,788,300,2021-01-11 14:21:05
301,5,3,1197,155,1352,301,2021-01-11 03:47:44
302,744,3,797,103,900,302,2021-01-11 16:45:01
303,659,5,1625,211,1836,303,2021-01-11 04:12:20
304,964,2,459,59,518,304,2021-01-11 19:09:52
305,243,3,428,55,483,305,2021-01-11 04:33:54
306,610,3,727,94,821,306,2021-01-11 20:15:29
307,737,3,758,98,856,307,2021-01-11 06:51:08
308,114,3,1247,162,1409,308,2021-01-11 21:35:20
309,157,5,1325,172,1497,309,2021-01-11 08:02:00
310,427,2,748,97,845,310,2021-01-11 21:52:08
311,94,3,927,120,1047,311,2021-01-11 09:26:31
312,259,5,1445,187,1632,312,2021-01-11 23:38:31
313,810,2,898,116,1014,313,2021-01-11 11:41:59
314,466,3,1127,146,1273,314,2021-01-12 00:17:59
315,551,2,659,85,744,315,2021-01-11 12:36:23
316,82,2,898,116,1014,316,2021-01-12 00:50:36
317,18,3,697,90,787,317,2021-01-11 15:02:18
318,909,3,888,115,1003,318,2021-01-12 03:35:11
319,153,3,808,105,913,319,2021-01-11 15:24:21
320,609,3,697,90,787,320,2021-01-12 05:00:52
321,260,2,459,59,518,321,2021-01-11 17:40:47
322,449,3,608,79,687,322,2021-01-12 05:03:45
323,883,5,1256,163,1419,323,2021-01-11 18:12:28
324,578,2,598,77,675,324,2021-01-12 05:58:46
325,475,4,1626,211,1837,325,2021-01-11 18:46:58
326,304,3,827,107,934,326,2021-01-12 07:52:01
327,260,3,947,123,1070,327,2021-01-11 19:08:21
328,130,3,847,110,957,328,2021-01-12 09:38:15
329,706,3,1127,146,1273,329,2021-01-11 20:55:18
330,734,3,827,107,934,330,2021-01-12 11:01:49
331,803,3,428,55,483,331,2021-01-11 23:06:52
332,247,2,459,59,518,332,2021-01-12 12:57:09
333,416,3,927,120,1047,333,2021-01-11 23:18:02
334,167,3,827,107,934,334,2021-01-12 14:08:21
335,792,3,608,79,687,335,2021-01-12 01:56:56
336,659,3,1327,172,1499,336,2021-01-12 16:15:08
337,650,2,459,59,518,337,2021-01-12 04:06:29
338,153,5,1645,213,1858,338,2021-01-12 18:33:45
339,879,3,1127,146,1273,339,2021-01-12 05:42:43
340,643,3,688,89,777,340,2021-01-12 20:08:46
341,296,3,888,115,1003,341,2021-01-12 07:38:40
342,623,3,688,89,777,342,2021-01-12 22:50:51
343,498,3,888,115,1003,343,2021-01-12 09:39:15
344,298,2,429,55,484,344,2021-01-13 00:07:07
345,358,3,1047,136,1183,345,2021-01-12 10:40:10
346,944,4,1196,155,1351,346,2021-01-13 01:44:03
347,96,2,898,116,1014,347,2021-01-12 11:31:03
348,910,2,798,103,901,348,2021-01-13 03:38:19
349,783,3,997,129,1126,349,2021-01-12 12:15:58
350,679,2,498,64,562,350,2021-01-13 06:05:37
351,821,2,598,77,675,351,2021-01-12 14:29:35
352,479,3,1247,162,1409,352,2021-01-13 08:21:20
353,565,2,928,120,1048,353,2021-01-12 16:31:27
354,932,3,747,97,844,354,2021-01-13 09:52:25
355,263,2,598,77,675,355,2021-01-12 18:02:53
356,377,1,229,29,258,356,2021-01-13 11:05:18
357,880,5,1606,208,1814,357,2021-01-12 20:23:20
358,951,3,608,79,687,358,2021-01-13 11:22:25
359,960,2,598,77,675,359,2021-01-12 20:43:01
360,436,1,149,19,168,360,2021-01-13 13:31:29
361,848,2,898,116,1014,361,2021-01-12 21:16:18
362,756,2,429,55,484,362,2021-01-13 15:30:32
363,823,6,1555,202,1757,363,2021-01-12 22:36:15
364,334,3,888,115,1003,364,2021-01-13 16:16:38
365,709,2,898,116,1014,365,2021-01-13 00:20:42
366,347,3,997,129,1126,366,2021-01-13 16:52:27
367,550,2,429,55,484,367,2021-01-13 02:30:32
368,908,3,727,94,821,368,2021-01-13 18:05:56
369,939,3,927,120,1047,369,2021-01-13 03:09:27
370,951,2,548,71,619,370,2021-01-13 19:39:01
371,99,2,659,85,744,371,2021-01-13 05:35:21
372,266,2,659,85,744,372,2021-01-13 20:35:56
373,750,3,578,75,653,373,2021-01-13 05:49:29
374,648,3,658,85,743,374,2021-01-13 20:59:35
375,893,2,828,107,935,375,2021-01-13 06:00:09
376,538,3,747,97,844,376,2021-01-13 21:19:48
377,674,2,1098,142,1240,377,2021-01-13 07:05:42
378,50,2,598,77,675,378,2021-01-13 22:52:11
379,504,3,727,94,821,379,2021-01-13 09:02:36
380,204,3,947,123,1070,380,2021-01-13 23:40:52
381,891,1,229,29,258,381,2021-01-13 09:02:54
382,41,3,647,84,731,382,2021-01-14 00:28:31
383,434,3,1027,133,1160,383,2021-01-13 11:42:38
384,912,2,429,55,484,384,2021-01-14 02:29:22
385,912,2,429,55,484,384,2021-01-14 02:29:22
386,277,3,897,116,1013,385,2021-01-13 13:16:49
387,454,2,698,90,788,386,2021-01-14 03:31:03
388,208,3,478,62,540,387,2021-01-14 02:42:44
389,170,2,598,77,675,388,2021-01-13 14:47:44
390,917,5,1386,180,1566,389,2021-01-14 03:32:59
391,307,2,429,55,484,390,2021-01-14 05:21:37
392,827,3,997,129,1126,391,2021-01-13 16:18:50
393,364,3,927,120,1047,392,2021-01-14 05:49:02
394,922,6,1405,182,1587,393,2021-01-14 05:23:02
395,10,2,598,77,675,394,2021-01-13 18:14:10
396,979,3,1047,136,1183,395,2021-01-14 08:12:51
397,470,3,647,84,731,396,2021-01-14 06:55:10
398,11,3,797,103,900,397,2021-01-13 19:40:18
399,553,3,1027,133,1160,398,2021-01-14 09:17:37
400,669,3,658,85,743,399,2021-01-14 07:33:52
401,322,2,498,64,562,400,2021-01-13 20:28:11
402,74,2,598,77,675,401,2021-01-14 10:30:24
403,252,3,888,115,1003,402,2021-01-14 08:25:36
404,709,2,798,103,901,403,2021-01-13 22:17:37
405,593,3,827,107,934,404,2021-01-14 12:26:30
406,574,1,399,51,450,405,2021-01-14 08:27:57
407,885,3,578,75,653,406,2021-01-13 23:19:37
408,28,3,697,90,787,407,2021-01-14 13:02:31
409,370,4,1057,137,1194,408,2021-01-14 09:26:32
410,929,2,898,116,1014,409,2021-01-14 01:42:23
411,561,3,1327,172,1499,410,2021-01-14 14:29:33
412,228,3,947,123,1070,411,2021-01-14 11:06:23
413,18,3,827,107,934,412,2021-01-14 02:42:24
414,185,2,528,68,596,413,2021-01-14 15:56:34
415,662,3,558,72,630,414,2021-01-14 13:50:25
416,544,3,947,123,1070,415,2021-01-14 04:00:49
417,447,5,1345,174,1519,416,2021-01-14 16:29:41
418,671,3,1047,136,1183,417,2021-01-14 15:03:50
419,733,5,1425,185,1610,418,2021-01-14 05:59:42
420,425,2,329,42,371,419,2021-01-14 17:28:23
421,989,3,897,116,1013,420,2021-01-14 17:43:04
422,58,3,1247,162,1409,421,2021-01-14 06:28:32
423,889,2,698,90,788,422,2021-01-14 19:23:25
424,907,5,1495,194,1689,423,2021-01-14 18:05:14
425,512,3,927,120,1047,424,2021-01-14 06:43:54
426,311,3,947,123,1070,425,2021-01-14 21:02:26
427,381,3,727,94,821,426,2021-01-14 18:32:48
428,129,3,558,72,630,427,2021-01-14 06:59:37
429,789,3,827,107,934,428,2021-01-14 22:58:44
430,496,2,828,107,935,429,2021-01-14 19:52:51
431,615,3,1327,172,1499,430,2021-01-14 07:44:05
432,21,2,329,42,371,431,2021-01-15 00:08:03
433,749,3,558,72,630,432,2021-01-14 21:06:44
434,440,4,1326,172,1498,433,2021-01-14 08:22:42
435,628,2,828,107,935,434,2021-01-15 00:27:13
436,410,2,698,90,788,435,2021-01-14 23:16:43
437,135,3,847,110,957,436,2021-01-14 08:49:33
438,197,3,808,105,913,437,2021-01-15 00:37:44
439,12,6,2254,293,2547,438,2021-01-15 00:35:58
440,126,3,1047,136,1183,439,2021-01-14 10:49:32
441,125,3,1127,146,1273,440,2021-01-15 01:37:53
442,562,5,1825,237,2062,441,2021-01-15 01:02:14
443,269,3,428,55,483,442,2021-01-14 12:20:11
444,40,3,697,90,787,443,2021-01-15 02:30:44
445,242,3,747,97,844,444,2021-01-15 02:43:49
446,358,1,149,19,168,445,2021-01-14 14:53:37
447,323,1,399,51,450,446,2021-01-15 04:17:14
448,543,3,808,105,913,447,2021-01-15 03:20:37
449,139,2,828,107,935,448,2021-01-14 15:23:35
450,382,3,888,115,1003,449,2021-01-15 05:58:57
451,661,5,1506,195,1701,450,2021-01-15 03:35:11
452,157,5,1595,207,1802,451,2021-01-14 15:57:58
453,926,4,1296,168,1464,452,2021-01-15 06:11:38
454,18,3,827,107,934,453,2021-01-15 05:09:13
455,36,2,459,59,518,454,2021-01-14 17:54:54
456,40,6,1735,225,1960,455,2021-01-15 07:21:20
457,499,2,498,64,562,456,2021-01-15 07:32:23
458,26,3,747,97,844,457,2021-01-14 19:40:18
459,716,3,747,97,844,458,2021-01-15 09:21:54
460,840,3,558,72,630,459,2021-01-15 09:07:18
461,297,3,747,97,844,460,2021-01-14 20:15:12
462,262,3,1047,136,1183,461,2021-01-15 11:30:21
463,656,6,1466,190,1656,462,2021-01-15 10:54:54
464,572,3,997,129,1126,463,2021-01-14 21:50:57
465,913,2,548,71,619,464,2021-01-15 12:22:24
466,913,2,548,71,619,464,2021-01-15 12:22:24
467,839,3,897,116,1013,465,2021-01-15 11:47:50
468,71,4,1396,181,1577,466,2021-01-14 22:49:38
469,183,2,848,110,958,467,2021-01-15 14:21:51
470,383,3,688,89,777,468,2021-01-15 14:55:59
471,39,3,1127,146,1273,469,2021-01-15 12:53:58
472,956,2,798,103,901,470,2021-01-15 01:19:55
473,956,2,798,103,901,470,2021-01-15 01:19:55
474,737,2,1098,142,1240,471,2021-01-15 14:51:51
475,769,5,1545,200,1745,472,2021-01-15 16:39:26
476,979,3,808,105,913,473,2021-01-15 15:06:57
477,857,2,498,64,562,474,2021-01-15 04:00:07
478,346,6,1566,203,1769,475,2021-01-15 02:05:21
479,149,3,897,116,1013,476,2021-01-15 15:31:28
480,270,3,647,84,731,477,2021-01-15 17:26:30
481,180,2,898,116,1014,478,2021-01-15 15:33:26
482,121,2,598,77,675,479,2021-01-15 05:22:53
483,360,3,808,105,913,480,2021-01-15 04:15:00
484,223,1,229,29,258,481,2021-01-15 17:12:07
485,523,3,827,107,934,482,2021-01-15 17:36:42
486,60,3,558,72,630,483,2021-01-15 17:27:44
487,527,3,997,129,1126,484,2021-01-15 06:37:50
488,640,2,598,77,675,485,2021-01-15 06:27:36
489,724,3,827,107,934,486,2021-01-15 19:27:52
490,113,3,747,97,844,487,2021-01-15 18:17:59
491,709,3,808,105,913,488,2021-01-15 19:44:27
492,794,3,1127,146,1273,489,2021-01-15 08:16:44
493,506,3,558,72,630,490,2021-01-15 07:44:58
494,885,6,1444,187,1631,491,2021-01-15 21:22:14
495,337,5,1176,152,1328,492,2021-01-15 19:16:32
496,377,3,997,129,1126,493,2021-01-15 22:04:21
497,615,3,578,75,653,494,2021-01-15 09:11:30
498,967,4,1296,168,1464,495,2021-01-15 09:30:59
499,489,3,808,105,913,496,2021-01-16 00:04:33
500,113,2,928,120,1048,497,2021-01-15 20:00:49
501,104,2,598,77,675,498,2021-01-16 00:44:23
502,552,5,1176,152,1328,499,2021-01-15 10:54:43
503,988,2,459,59,518,500,2021-01-15 10:30:12
