,order_id,customer_id,created_at,event_id,event_name
0,82,637,2021-01-05 04:46:19,3,order_shipped
0,82,637,2021-01-06 05:48:24,3,order_delivered
0,83,479,2021-01-05 01:55:58,2,order_packaged
0,83,479,2021-01-05 11:01:04,3,order_shipped
0,83,479,2021-01-06 03:46:54,3,order_delivered
0,84,955,2021-01-04 21:10:29,2,order_packaged
0,84,955,2021-01-05 04:09:19,3,order_shipped
0,84,955,2021-01-06 01:59:55,3,order_delivered
0,85,232,2021-01-05 01:08:33,2,order_packaged
0,85,232,2021-01-05 09:33:13,3,order_shipped
0,85,232,2021-01-06 05:01:08,3,order_delivered
0,86,833,2021-01-05 01:36:59,2,order_packaged
0,86,833,2021-01-05 10:12:07,3,order_shipped
0,86,833,2021-01-06 02:22:38,3,order_delivered
0,87,531,2021-01-05 02:59:01,2,order_packaged
0,87,531,2021-01-05 10:47:48,3,order_shipped
0,87,531,2021-01-06 09:50:26,3,order_delivered
0,88,452,2021-01-05 02:53:22,2,order_packaged
0,88,452,2021-01-05 08:47:03,3,order_shipped
0,88,452,2021-01-06 09:55:52,3,order_delivered
0,89,69,2021-01-05 05:47:39,2,order_packaged
0,89,69,2021-01-05 14:36:49,3,order_shipped
0,89,69,2021-01-06 06:49:48,3,order_delivered
0,90,214,2021-01-05 00:59:33,2,order_packaged
0,90,214,2021-01-05 08:16:19,3,order_shipped
0,90,214,2021-01-06 04:45:42,3,order_delivered
0,91,634,2021-01-05 05:16:39,2,order_packaged
0,91,634,2021-01-05 12:52:37,3,order_shipped
0,91,634,2021-01-06 12:05:31,3,order_delivered
0,92,760,2021-01-05 03:18:59,2,order_packaged
0,92,760,2021-01-05 11:25:16,3,order_shipped
0,92,760,2021-01-06 06:52:41,3,order_delivered
0,93,351,2021-01-05 06:34:50,2,order_packaged
0,93,351,2021-01-05 13:38:19,3,order_shipped
0,93,351,2021-01-06 10:59:11,3,order_delivered
0,94,584,2021-01-05 08:24:46,2,order_packaged
0,94,584,2021-01-05 16:48:50,3,order_shipped
0,94,584,2021-01-06 08:35:29,3,order_delivered
0,95,716,2021-01-05 07:51:49,2,order_packaged
0,95,716,2021-01-05 15:04:48,3,order_shipped
0,95,716,2021-01-06 16:24:03,3,order_delivered
0,96,81,2021-01-05 07:38:54,2,order_packaged
0,96,81,2021-01-05 14:43:24,3,order_shipped
0,96,81,2021-01-06 11:52:38,3,order_delivered
0,97,143,2021-01-05 08:40:48,2,order_packaged
0,97,143,2021-01-05 15:50:15,3,order_shipped
0,97,143,2021-01-06 15:00:05,3,order_delivered
0,98,912,2021-01-05 08:12:37,2,order_packaged
0,98,912,2021-01-05 15:49:18,3,order_shipped
0,98,912,2021-01-06 13:52:23,3,order_delivered
0,99,805,2021-01-05 10:40:55,2,order_packaged
0,99,805,2021-01-05 16:19:18,3,order_shipped
0,99,805,2021-01-06 12:43:31,3,order_delivered
0,100,923,2021-01-05 11:14:36,2,order_packaged
0,100,923,2021-01-05 20:51:03,3,order_shipped
0,100,923,2021-01-06 17:02:02,3,order_delivered
0,101,818,2021-01-05 11:20:10,2,order_packaged
0,101,818,2021-01-05 19:54:02,3,order_shipped
0,101,818,2021-01-06 12:48:38,3,order_delivered
0,102,116,2021-01-05 12:01:23,2,order_packaged
0,102,116,2021-01-05 20:43:21,3,order_shipped
0,102,116,2021-01-06 16:35:42,3,order_delivered
0,103,72,2021-01-05 12:53:22,2,order_packaged
0,103,72,2021-01-05 21:39:55,3,order_shipped
0,103,72,2021-01-06 14:14:16,3,order_delivered
0,104,99,2021-01-05 11:39:54,2,order_packaged
0,104,99,2021-01-05 17:53:36,3,order_shipped
0,104,99,2021-01-06 17:15:55,3,order_delivered
0,105,600,2021-01-05 16:47:40,2,order_packaged
0,105,600,2021-01-06 00:55:04,3,order_shipped
0,105,600,2021-01-06 22:44:55,3,order_delivered
0,106,7,2021-01-05 16:23:55,2,order_packaged
0,106,7,2021-01-05 23:56:47,3,order_shipped
0,106,7,2021-01-07 00:46:54,3,order_delivered
0,107,417,2021-01-05 18:07:28,2,order_packaged
0,107,417,2021-01-06 00:00:13,3,order_shipped
0,107,417,2021-01-06 19:57:29,3,order_delivered
0,108,603,2021-01-05 16:46:51,2,order_packaged
0,108,603,2021-01-06 02:29:18,3,order_shipped
0,108,603,2021-01-06 17:11:08,3,order_delivered
0,109,163,2021-01-05 16:17:15,2,order_packaged
0,109,163,2021-01-05 21:58:28,3,order_shipped
0,109,163,2021-01-06 19:18:45,3,order_delivered
0,110,227,2021-01-05 18:10:12,2,order_packaged
0,110,227,2021-01-05 23:47:06,3,order_shipped
0,110,227,2021-01-06 20:43:05,3,order_delivered
0,111,474,2021-01-05 18:34:52,2,order_packaged
0,111,474,2021-01-06 01:42:15,3,order_shipped
0,111,474,2021-01-07 02:53:40,3,order_delivered
0,112,701,2021-01-05 20:22:07,2,order_packaged
0,112,701,2021-01-06 05:57:00,3,order_shipped
0,112,701,2021-01-07 01:02:51,3,order_delivered
0,113,162,2021-01-05 20:59:12,2,order_packaged
0,113,162,2021-01-06 03:46:34,3,order_shipped
0,113,162,2021-01-07 03:04:44,3,order_delivered
0,114,198,2021-01-05 19:35:05,2,order_packaged
0,114,198,2021-01-06 03:49:42,3,order_shipped
0,114,198,2021-01-07 03:13:18,3,order_delivered
0,115,596,2021-01-05 22:27:27,2,order_packaged
0,115,596,2021-01-06 07:49:08,3,order_shipped
0,115,596,2021-01-07 06:48:32,3,order_delivered
0,116,148,2021-01-05 22:25:53,2,order_packaged
0,116,148,2021-01-06 04:44:33,3,order_shipped
0,116,148,2021-01-07 05:26:37,3,order_delivered
0,117,346,2021-01-05 23:41:09,2,order_packaged
0,117,346,2021-01-06 07:08:27,3,order_shipped
0,117,346,2021-01-07 03:40:04,3,order_delivered
0,118,359,2021-01-05 22:43:23,2,order_packaged
0,118,359,2021-01-06 07:29:37,3,order_shipped
0,118,359,2021-01-07 02:00:16,3,order_delivered
0,119,172,2021-01-06 00:52:53,2,order_packaged
0,119,172,2021-01-06 06:48:02,3,order_shipped
0,119,172,2021-01-07 06:41:57,3,order_delivered
0,120,514,2021-01-06 00:37:03,2,order_packaged
0,120,514,2021-01-06 07:11:08,3,order_shipped
0,120,514,2021-01-07 02:35:48,3,order_delivered
0,121,819,2021-01-05 22:43:25,2,order_packaged
0,121,819,2021-01-06 05:50:39,3,order_shipped
0,121,819,2021-01-07 03:51:07,3,order_delivered
0,122,995,2021-01-06 02:41:21,2,order_packaged
0,122,995,2021-01-06 08:45:11,3,order_shipped
0,122,995,2021-01-07 07:27:10,3,order_delivered
0,123,455,2021-01-06 00:01:50,2,order_packaged
0,123,455,2021-01-06 06:48:21,3,order_shipped
0,123,455,2021-01-07 05:26:12,3,order_delivered
0,124,779,2021-01-06 03:31:20,2,order_packaged
0,124,779,2021-01-06 11:18:24,3,order_shipped
0,124,779,2021-01-07 08:44:04,3,order_delivered
0,125,265,2021-01-06 03:16:13,2,order_packaged
0,125,265,2021-01-06 10:36:26,3,order_shipped
0,125,265,2021-01-07 07:40:09,3,order_delivered
0,126,633,2021-01-06 03:39:02,2,order_packaged
0,126,633,2021-01-06 12:22:21,3,order_shipped
0,126,633,2021-01-07 05:37:27,3,order_delivered
0,127,147,2021-01-06 04:57:49,2,order_packaged
0,127,147,2021-01-06 12:49:17,3,order_shipped
0,127,147,2021-01-07 11:37:17,3,order_delivered
0,128,349,2021-01-06 05:21:46,2,order_packaged
0,128,349,2021-01-06 11:30:22,3,order_shipped
0,128,349,2021-01-07 08:39:38,3,order_delivered
0,129,657,2021-01-06 05:38:42,2,order_packaged
0,129,657,2021-01-06 15:12:31,3,order_shipped
0,129,657,2021-01-07 11:29:29,3,order_delivered
0,130,84,2021-01-06 07:02:06,2,order_packaged
0,130,84,2021-01-06 16:04:33,3,order_shipped
0,130,84,2021-01-07 10:11:31,3,order_delivered
0,131,506,2021-01-06 04:17:36,2,order_packaged
0,131,506,2021-01-06 13:55:49,3,order_shipped
0,131,506,2021-01-07 11:05:34,3,order_delivered
0,132,829,2021-01-06 07:46:17,2,order_packaged
0,132,829,2021-01-06 15:29:28,3,order_shipped
0,132,829,2021-01-07 11:33:30,3,order_delivered
0,133,658,2021-01-06 06:48:55,2,order_packaged
0,133,658,2021-01-06 15:06:12,3,order_shipped
0,133,658,2021-01-07 10:46:47,3,order_delivered
0,134,231,2021-01-06 07:50:13,2,order_packaged
0,134,231,2021-01-06 15:03:48,3,order_shipped
0,134,231,2021-01-07 14:54:28,3,order_delivered
0,135,238,2021-01-06 11:05:43,2,order_packaged
0,135,238,2021-01-06 19:40:26,3,order_shipped
0,135,238,2021-01-07 15:00:25,3,order_delivered
0,136,964,2021-01-06 10:57:06,2,order_packaged
0,136,964,2021-01-06 20:19:10,3,order_shipped
0,136,964,2021-01-07 13:52:22,3,order_delivered
0,137,852,2021-01-06 10:25:20,2,order_packaged
0,137,852,2021-01-06 17:09:32,3,order_shipped
0,137,852,2021-01-07 15:29:20,3,order_delivered
0,138,833,2021-01-06 13:00:24,2,order_packaged
0,138,833,2021-01-06 19:36:43,3,order_shipped
0,138,833,2021-01-07 13:00:34,3,order_delivered
0,139,529,2021-01-06 12:56:56,2,order_packaged
0,139,529,2021-01-06 21:41:47,3,order_shipped
0,139,529,2021-01-07 18:35:14,3,order_delivered
0,140,497,2021-01-06 15:26:33,2,order_packaged
0,140,497,2021-01-07 00:35:43,3,order_shipped
0,140,497,2021-01-07 15:26:43,3,order_delivered
0,141,411,2021-01-06 14:20:09,2,order_packaged
0,141,411,2021-01-06 22:57:12,3,order_shipped
0,141,411,2021-01-07 20:21:59,3,order_delivered
0,142,908,2021-01-06 15:13:04,2,order_packaged
0,142,908,2021-01-06 21:55:54,3,order_shipped
0,142,908,2021-01-07 21:41:56,3,order_delivered
0,143,646,2021-01-06 13:34:04,2,order_packaged
0,143,646,2021-01-06 22:12:02,3,order_shipped
0,143,646,2021-01-07 20:54:30,3,order_delivered
0,144,820,2021-01-06 20:04:53,2,order_packaged
0,144,820,2021-01-07 04:41:56,3,order_shipped
0,144,820,2021-01-07 23:33:36,3,order_delivered
0,145,938,2021-01-06 15:13:21,2,order_packaged
0,145,938,2021-01-06 23:41:19,3,order_shipped
0,145,938,2021-01-07 22:43:30,3,order_delivered
0,146,662,2021-01-06 19:19:49,2,order_packaged
0,146,662,2021-01-07 01:13:12,3,order_shipped
0,146,662,2021-01-08 01:59:38,3,order_delivered
0,147,297,2021-01-06 18:07:17,2,order_packaged
0,147,297,2021-01-07 01:15:44,3,order_shipped
0,147,297,2021-01-07 23:11:33,3,order_delivered
0,148,198,2021-01-06 21:58:22,2,order_packaged
0,148,198,2021-01-07 06:53:48,3,order_shipped
0,148,198,2021-01-07 22:46:58,3,order_delivered
0,149,240,2021-01-06 18:00:28,2,order_packaged
0,149,240,2021-01-07 01:45:19,3,order_shipped
0,149,240,2021-01-07 18:43:07,3,order_delivered
0,150,7,2021-01-06 21:13:02,2,order_packaged
0,150,7,2021-01-07 04:49:37,3,order_shipped
0,150,7,2021-01-08 02:28:10,3,order_delivered
0,151,639,2021-01-06 20:00:36,2,order_packaged
0,151,639,2021-01-07 02:26:13,3,order_shipped
0,151,639,2021-01-07 23:54:24,3,order_delivered
0,152,249,2021-01-06 23:30:38,2,order_packaged
0,152,249,2021-01-07 07:07:06,3,order_shipped
0,152,249,2021-01-08 08:02:07,3,order_delivered
0,153,360,2021-01-06 22:29:21,2,order_packaged
0,153,360,2021-01-07 07:06:53,3,order_shipped
0,153,360,2021-01-08 01:27:15,3,order_delivered
0,154,309,2021-01-07 00:15:23,2,order_packaged
0,154,309,2021-01-07 09:25:39,3,order_shipped
0,154,309,2021-01-08 08:39:24,3,order_delivered
0,155,302,2021-01-06 23:31:01,2,order_packaged
0,155,302,2021-01-07 05:53:13,3,order_shipped
0,155,302,2021-01-08 03:40:34,3,order_delivered
0,156,152,2021-01-07 02:04:58,2,order_packaged
0,156,152,2021-01-07 09:07:52,3,order_shipped
0,156,152,2021-01-08 05:28:24,3,order_delivered
0,157,908,2021-01-07 03:12:23,2,order_packaged
0,157,908,2021-01-07 13:06:30,3,order_shipped
0,157,908,2021-01-08 10:27:23,3,order_delivered
0,158,456,2021-01-07 02:52:15,2,order_packaged
0,158,456,2021-01-07 08:36:40,3,order_shipped
0,158,456,2021-01-08 06:07:40,3,order_delivered
0,159,584,2021-01-07 03:55:03,2,order_packaged
0,159,584,2021-01-07 09:36:09,3,order_shipped
0,159,584,2021-01-08 05:33:21,3,order_delivered
0,160,444,2021-01-07 06:08:45,2,order_packaged
0,160,444,2021-01-07 15:40:42,3,order_shipped
0,160,444,2021-01-08 13:16:04,3,order_delivered
0,161,786,2021-01-07 04:45:57,2,order_packaged
0,161,786,2021-01-07 12:50:51,3,order_shipped
0,161,786,2021-01-08 11:26:47,3,order_delivered
0,162,124,2021-01-07 08:41:38,2,order_packaged
0,162,124,2021-01-07 14:24:59,3,order_shipped
0,162,124,2021-01-08 13:00:31,3,order_delivered
0,163,189,2021-01-07 06:56:17,2,order_packaged
0,163,189,2021-01-07 14:31:03,3,order_shipped
0,163,189,2021-01-08 13:46:33,3,order_delivered
0,164,515,2021-01-07 08:52:11,2,order_packaged
0,164,515,2021-01-07 15:10:07,3,order_shipped
0,164,515,2021-01-08 14:47:15,3,order_delivered
0,165,584,2021-01-07 08:30:58,2,order_packaged
0,165,584,2021-01-07 17:49:35,3,order_shipped
0,165,584,2021-01-08 11:00:53,3,order_delivered
0,166,982,2021-01-07 08:13:11,2,order_packaged
0,166,982,2021-01-07 15:50:47,3,order_shipped
0,166,982,2021-01-08 08:35:08,3,order_delivered
0,167,701,2021-01-07 11:12:44,2,order_packaged
0,167,701,2021-01-07 18:08:03,3,order_shipped
0,167,701,2021-01-08 16:27:03,3,order_delivered
0,168,169,2021-01-07 09:05:43,2,order_packaged
0,168,169,2021-01-07 17:32:39,3,order_shipped
0,168,169,2021-01-08 10:02:37,3,order_delivered
0,169,754,2021-01-07 10:33:35,2,order_packaged
0,169,754,2021-01-07 17:03:22,3,order_shipped
0,169,754,2021-01-08 12:13:34,3,order_delivered
0,170,693,2021-01-07 12:14:31,2,order_packaged
0,170,693,2021-01-07 21:34:17,3,order_shipped
0,170,693,2021-01-08 16:32:47,3,order_delivered
0,171,777,2021-01-07 12:39:57,2,order_packaged
0,171,777,2021-01-07 20:56:56,3,order_shipped
0,171,777,2021-01-08 20:04:36,3,order_delivered
