,product_id,quantity,customer_id,name,cost,subtotal,order_id,created_at
60,9,1,907,l_ftn,2.29,229.0,20,2021-01-01 22:12:54
61,10,1,907,s_ext_grv,0.3,30.0,20,2021-01-01 22:12:54
62,14,1,907,m_ext_smk,2.99,299.0,20,2021-01-01 22:12:54
63,1,1,548,sm_ptn,3.99,399.0,21,2021-01-02 00:41:14
64,7,1,548,s_ftn,0.99,99.0,21,2021-01-02 00:41:14
65,13,1,548,s_ext_smk,1.99,199.0,21,2021-01-02 00:41:14
66,2,1,389,m_ptn,5.99,599.0,22,2021-01-02 00:02:29
67,8,1,389,m_ftn,1.49,149.0,22,2021-01-02 00:02:29
68,14,1,389,m_ext_smk,2.99,299.0,22,2021-01-02 00:02:29
69,1,1,864,sm_ptn,3.99,399.0,23,2021-01-02 02:05:49
70,3,1,864,l_ptn,6.99,699.0,23,2021-01-02 02:05:49
71,9,1,864,l_ftn,2.29,229.0,23,2021-01-02 02:05:49
72,13,1,864,s_ext_smk,1.99,199.0,23,2021-01-02 02:05:49
73,15,1,864,l_ext_smk,3.99,399.0,23,2021-01-02 02:05:49
74,1,1,560,sm_ptn,3.99,399.0,24,2021-01-02 02:46:40
75,7,1,560,s_ftn,0.99,99.0,24,2021-01-02 02:46:40
76,13,1,560,s_ext_smk,1.99,199.0,24,2021-01-02 02:46:40
77,5,1,562,m_fr,3.99,399.0,25,2021-01-02 04:30:06
78,8,1,562,m_ftn,1.49,149.0,25,2021-01-02 04:30:06
79,11,1,562,m_ext_grv,0.6,60.0,25,2021-01-02 04:30:06
80,5,1,156,m_fr,3.99,399.0,26,2021-01-02 03:19:41
81,14,1,156,m_ext_smk,2.99,299.0,26,2021-01-02 03:19:41
82,2,1,292,m_ptn,5.99,599.0,27,2021-01-02 06:59:39
83,1,1,491,sm_ptn,3.99,399.0,28,2021-01-02 05:20:26
84,13,1,491,s_ext_smk,1.99,199.0,28,2021-01-02 05:20:26
85,5,1,486,m_fr,3.99,399.0,29,2021-01-02 07:18:56
86,11,1,486,m_ext_grv,0.6,60.0,29,2021-01-02 07:18:56
87,5,1,493,m_fr,3.99,399.0,30,2021-01-02 06:32:21
88,9,1,493,l_ftn,2.29,229.0,30,2021-01-02 06:32:21
89,11,1,493,m_ext_grv,0.6,60.0,30,2021-01-02 06:32:21
90,2,1,575,m_ptn,5.99,599.0,31,2021-01-02 08:20:44
91,8,1,575,m_ftn,1.49,149.0,31,2021-01-02 08:20:44
92,11,1,575,m_ext_grv,0.6,60.0,31,2021-01-02 08:20:44
93,1,1,562,sm_ptn,3.99,399.0,32,2021-01-02 08:36:40
94,4,1,562,sm_fr,2.99,299.0,32,2021-01-02 08:36:40
95,7,1,562,s_ftn,0.99,99.0,32,2021-01-02 08:36:40
96,9,1,562,l_ftn,2.29,229.0,32,2021-01-02 08:36:40
97,13,2,562,s_ext_smk,1.99,398.0,32,2021-01-02 08:36:40
98,1,1,160,sm_ptn,3.99,399.0,33,2021-01-02 09:41:44
99,9,1,160,l_ftn,2.29,229.0,33,2021-01-02 09:41:44
100,13,1,160,s_ext_smk,1.99,199.0,33,2021-01-02 09:41:44
101,6,1,201,l_fr,4.99,499.0,34,2021-01-02 10:38:17
102,15,1,201,l_ext_smk,3.99,399.0,34,2021-01-02 10:38:17
103,2,1,904,m_ptn,5.99,599.0,35,2021-01-02 10:24:42
104,14,1,904,m_ext_smk,2.99,299.0,35,2021-01-02 10:24:42
105,2,1,267,m_ptn,5.99,599.0,36,2021-01-02 11:20:37
106,9,1,267,l_ftn,2.29,229.0,36,2021-01-02 11:20:37
107,14,1,267,m_ext_smk,2.99,299.0,36,2021-01-02 11:20:37
108,1,1,579,sm_ptn,3.99,399.0,37,2021-01-02 12:52:17
109,9,1,579,l_ftn,2.29,229.0,37,2021-01-02 12:52:17
110,10,1,579,s_ext_grv,0.3,30.0,37,2021-01-02 12:52:17
111,5,1,43,m_fr,3.99,399.0,38,2021-01-02 11:27:37
112,8,1,43,m_ftn,1.49,149.0,38,2021-01-02 11:27:37
113,14,1,43,m_ext_smk,2.99,299.0,38,2021-01-02 11:27:37
114,1,1,241,sm_ptn,3.99,399.0,39,2021-01-02 14:11:36
115,3,1,241,l_ptn,6.99,699.0,39,2021-01-02 14:11:36
116,7,1,241,s_ftn,0.99,99.0,39,2021-01-02 14:11:36
117,10,1,241,s_ext_grv,0.3,30.0,39,2021-01-02 14:11:36
118,4,1,812,sm_fr,2.99,299.0,40,2021-01-02 11:57:43
119,10,1,812,s_ext_grv,0.3,30.0,40,2021-01-02 11:57:43
120,8,1,632,m_ftn,1.49,149.0,41,2021-01-02 16:40:27
121,3,1,64,l_ptn,6.99,699.0,42,2021-01-02 13:38:38
122,15,1,64,l_ext_smk,3.99,399.0,42,2021-01-02 13:38:38
123,2,1,303,m_ptn,5.99,599.0,43,2021-01-02 18:14:16
124,14,1,303,m_ext_smk,2.99,299.0,43,2021-01-02 18:14:16
125,2,1,523,m_ptn,5.99,599.0,44,2021-01-02 14:14:29
126,8,1,523,m_ftn,1.49,149.0,44,2021-01-02 14:14:29
127,3,1,895,l_ptn,6.99,699.0,45,2021-01-02 18:41:28
128,6,1,895,l_fr,4.99,499.0,45,2021-01-02 18:41:28
129,7,1,895,s_ftn,0.99,99.0,45,2021-01-02 18:41:28
130,12,1,895,l_ext_grv,0.99,99.0,45,2021-01-02 18:41:28
131,15,1,895,l_ext_smk,3.99,399.0,45,2021-01-02 18:41:28
132,2,1,305,m_ptn,5.99,599.0,46,2021-01-02 16:48:22
133,5,1,305,m_fr,3.99,399.0,46,2021-01-02 16:48:22
134,7,1,305,s_ftn,0.99,99.0,46,2021-01-02 16:48:22
135,9,1,305,l_ftn,2.29,229.0,46,2021-01-02 16:48:22
136,14,1,305,m_ext_smk,2.99,299.0,46,2021-01-02 16:48:22
137,2,1,427,m_ptn,5.99,599.0,47,2021-01-02 14:51:50
138,14,1,427,m_ext_smk,2.99,299.0,47,2021-01-02 14:51:50
139,5,1,535,m_fr,3.99,399.0,48,2021-01-02 20:10:34
140,7,1,535,s_ftn,0.99,99.0,48,2021-01-02 20:10:34
141,6,1,126,l_fr,4.99,499.0,49,2021-01-02 17:06:01
142,4,1,342,sm_fr,2.99,299.0,50,2021-01-02 17:04:46
143,9,1,342,l_ftn,2.29,229.0,50,2021-01-02 17:04:46
144,13,1,342,s_ext_smk,1.99,199.0,50,2021-01-02 17:04:46
145,1,1,322,sm_ptn,3.99,399.0,51,2021-01-02 21:22:25
146,8,1,322,m_ftn,1.49,149.0,51,2021-01-02 21:22:25
147,13,1,322,s_ext_smk,1.99,199.0,51,2021-01-02 21:22:25
148,1,1,88,sm_ptn,3.99,399.0,52,2021-01-02 17:13:32
149,2,1,88,m_ptn,5.99,599.0,52,2021-01-02 17:13:32
150,7,1,88,s_ftn,0.99,99.0,52,2021-01-02 17:13:32
151,14,1,88,m_ext_smk,2.99,299.0,52,2021-01-02 17:13:32
152,2,1,525,m_ptn,5.99,599.0,53,2021-01-02 17:24:40
153,8,1,525,m_ftn,1.49,149.0,53,2021-01-02 17:24:40
154,14,1,525,m_ext_smk,2.99,299.0,53,2021-01-02 17:24:40
155,1,1,415,sm_ptn,3.99,399.0,54,2021-01-02 22:49:41
156,4,1,445,sm_fr,2.99,299.0,55,2021-01-02 18:39:23
157,5,1,445,m_fr,3.99,399.0,55,2021-01-02 18:39:23
158,8,1,445,m_ftn,1.49,149.0,55,2021-01-02 18:39:23
159,9,1,445,l_ftn,2.29,229.0,55,2021-01-02 18:39:23
160,10,1,445,s_ext_grv,0.3,30.0,55,2021-01-02 18:39:23
161,14,1,445,m_ext_smk,2.99,299.0,55,2021-01-02 18:39:23
162,3,1,692,l_ptn,6.99,699.0,56,2021-01-02 20:06:04
163,9,1,692,l_ftn,2.29,229.0,56,2021-01-02 20:06:04
164,12,1,692,l_ext_grv,0.99,99.0,56,2021-01-02 20:06:04
165,3,1,577,l_ptn,6.99,699.0,57,2021-01-03 00:17:08
166,8,1,577,m_ftn,1.49,149.0,57,2021-01-03 00:17:08
167,15,1,577,l_ext_smk,3.99,399.0,57,2021-01-03 00:17:08
168,1,1,931,sm_ptn,3.99,399.0,58,2021-01-02 21:07:18
169,7,1,931,s_ftn,0.99,99.0,58,2021-01-02 21:07:18
170,10,1,931,s_ext_grv,0.3,30.0,58,2021-01-02 21:07:18
171,6,1,859,l_fr,4.99,499.0,59,2021-01-02 20:17:00
172,8,1,859,m_ftn,1.49,149.0,59,2021-01-02 20:17:00
173,15,1,859,l_ext_smk,3.99,399.0,59,2021-01-02 20:17:00
174,1,1,729,sm_ptn,3.99,399.0,60,2021-01-03 01:12:55
175,10,1,729,s_ext_grv,0.3,30.0,60,2021-01-03 01:12:55
176,1,1,117,sm_ptn,3.99,399.0,61,2021-01-02 21:29:06
177,7,1,117,s_ftn,0.99,99.0,61,2021-01-02 21:29:06
178,10,1,117,s_ext_grv,0.3,30.0,61,2021-01-02 21:29:06
179,3,1,613,l_ptn,6.99,699.0,62,2021-01-02 22:15:36
180,12,1,613,l_ext_grv,0.99,99.0,62,2021-01-02 22:15:36
181,4,1,975,sm_fr,2.99,299.0,63,2021-01-03 02:36:46
182,9,1,975,l_ftn,2.29,229.0,63,2021-01-03 02:36:46
183,10,1,975,s_ext_grv,0.3,30.0,63,2021-01-03 02:36:46
184,2,1,689,m_ptn,5.99,599.0,64,2021-01-02 21:33:36
185,5,1,689,m_fr,3.99,399.0,64,2021-01-02 21:33:36
186,7,1,689,s_ftn,0.99,99.0,64,2021-01-02 21:33:36
187,14,1,689,m_ext_smk,2.99,299.0,64,2021-01-02 21:33:36
188,2,1,350,m_ptn,5.99,599.0,65,2021-01-03 00:52:24
189,9,1,350,l_ftn,2.29,229.0,65,2021-01-03 00:52:24
190,11,1,350,m_ext_grv,0.6,60.0,65,2021-01-03 00:52:24
191,2,1,900,m_ptn,5.99,599.0,66,2021-01-03 03:36:18
192,8,1,900,m_ftn,1.49,149.0,66,2021-01-03 03:36:18
193,1,1,854,sm_ptn,3.99,399.0,67,2021-01-02 23:27:40
194,10,1,854,s_ext_grv,0.3,30.0,67,2021-01-02 23:27:40
195,6,1,674,l_fr,4.99,499.0,68,2021-01-03 00:55:07
196,9,1,674,l_ftn,2.29,229.0,68,2021-01-03 00:55:07
197,15,1,674,l_ext_smk,3.99,399.0,68,2021-01-03 00:55:07
198,1,1,284,sm_ptn,3.99,399.0,69,2021-01-03 05:22:45
199,4,1,284,sm_fr,2.99,299.0,69,2021-01-03 05:22:45
200,7,1,284,s_ftn,0.99,99.0,69,2021-01-03 05:22:45
201,9,1,284,l_ftn,2.29,229.0,69,2021-01-03 05:22:45
202,13,1,284,s_ext_smk,1.99,199.0,69,2021-01-03 05:22:45
203,9,1,804,l_ftn,2.29,229.0,70,2021-01-03 01:56:09
204,3,1,372,l_ptn,6.99,699.0,71,2021-01-03 03:36:49
205,4,1,372,sm_fr,2.99,299.0,71,2021-01-03 03:36:49
206,9,1,372,l_ftn,2.29,229.0,71,2021-01-03 03:36:49
207,12,1,372,l_ext_grv,0.99,99.0,71,2021-01-03 03:36:49
208,13,1,372,s_ext_smk,1.99,199.0,71,2021-01-03 03:36:49
209,3,1,563,l_ptn,6.99,699.0,72,2021-01-03 06:55:49
210,9,1,563,l_ftn,2.29,229.0,72,2021-01-03 06:55:49
211,12,1,563,l_ext_grv,0.99,99.0,72,2021-01-03 06:55:49
212,1,1,726,sm_ptn,3.99,399.0,73,2021-01-03 02:39:30
213,2,1,726,m_ptn,5.99,599.0,73,2021-01-03 02:39:30
214,8,1,726,m_ftn,1.49,149.0,73,2021-01-03 02:39:30
215,9,1,726,l_ftn,2.29,229.0,73,2021-01-03 02:39:30
216,11,1,726,m_ext_grv,0.6,60.0,73,2021-01-03 02:39:30
217,2,1,936,m_ptn,5.99,599.0,74,2021-01-03 06:16:04
218,14,1,936,m_ext_smk,2.99,299.0,74,2021-01-03 06:16:04
219,1,1,759,sm_ptn,3.99,399.0,75,2021-01-03 09:30:34
220,7,1,759,s_ftn,0.99,99.0,75,2021-01-03 09:30:34
221,10,1,759,s_ext_grv,0.3,30.0,75,2021-01-03 09:30:34
222,3,1,252,l_ptn,6.99,699.0,76,2021-01-03 04:48:35
223,8,1,252,m_ftn,1.49,149.0,76,2021-01-03 04:48:35
224,15,1,252,l_ext_smk,3.99,399.0,76,2021-01-03 04:48:35
225,1,1,218,sm_ptn,3.99,399.0,77,2021-01-03 07:11:56
226,9,1,218,l_ftn,2.29,229.0,77,2021-01-03 07:11:56
227,13,1,218,s_ext_smk,1.99,199.0,77,2021-01-03 07:11:56
228,3,1,225,l_ptn,6.99,699.0,78,2021-01-03 10:17:28
229,7,1,225,s_ftn,0.99,99.0,78,2021-01-03 10:17:28
230,12,1,225,l_ext_grv,0.99,99.0,78,2021-01-03 10:17:28
231,9,1,807,l_ftn,2.29,229.0,79,2021-01-03 06:44:09
232,2,1,751,m_ptn,5.99,599.0,80,2021-01-03 09:24:45
233,3,1,751,l_ptn,6.99,699.0,80,2021-01-03 09:24:45
234,7,1,751,s_ftn,0.99,99.0,80,2021-01-03 09:24:45
235,9,1,751,l_ftn,2.29,229.0,80,2021-01-03 09:24:45
236,15,1,751,l_ext_smk,3.99,399.0,80,2021-01-03 09:24:45
237,4,1,860,sm_fr,2.99,299.0,81,2021-01-03 12:14:32
238,10,1,860,s_ext_grv,0.3,30.0,81,2021-01-03 12:14:32
239,5,2,678,m_fr,3.99,798.0,82,2021-01-03 09:04:32
240,7,2,678,s_ftn,0.99,198.0,82,2021-01-03 09:04:32
241,11,1,678,m_ext_grv,0.6,60.0,82,2021-01-03 09:04:32
242,14,1,678,m_ext_smk,2.99,299.0,82,2021-01-03 09:04:32
243,1,1,402,sm_ptn,3.99,399.0,83,2021-01-03 09:43:19
244,10,1,402,s_ext_grv,0.3,30.0,83,2021-01-03 09:43:19
245,5,1,982,m_fr,3.99,399.0,84,2021-01-03 13:45:05
246,8,1,982,m_ftn,1.49,149.0,84,2021-01-03 13:45:05
247,11,1,982,m_ext_grv,0.6,60.0,84,2021-01-03 13:45:05
248,4,1,575,sm_fr,2.99,299.0,85,2021-01-03 10:07:55
249,13,1,575,s_ext_smk,1.99,199.0,85,2021-01-03 10:07:55
250,5,1,941,m_fr,3.99,399.0,86,2021-01-03 11:38:21
251,11,1,941,m_ext_grv,0.6,60.0,86,2021-01-03 11:38:21
252,6,1,141,l_fr,4.99,499.0,87,2021-01-03 13:45:32
253,2,1,614,m_ptn,5.99,599.0,88,2021-01-03 10:28:51
254,6,1,614,l_fr,4.99,499.0,88,2021-01-03 10:28:51
255,9,1,614,l_ftn,2.29,229.0,88,2021-01-03 10:28:51
256,12,1,614,l_ext_grv,0.99,99.0,88,2021-01-03 10:28:51
257,14,1,614,m_ext_smk,2.99,299.0,88,2021-01-03 10:28:51
258,1,1,370,sm_ptn,3.99,399.0,89,2021-01-03 13:53:23
259,7,1,370,s_ftn,0.99,99.0,89,2021-01-03 13:53:23
260,10,1,370,s_ext_grv,0.3,30.0,89,2021-01-03 13:53:23
261,3,1,53,l_ptn,6.99,699.0,90,2021-01-03 15:50:26
262,15,1,53,l_ext_smk,3.99,399.0,90,2021-01-03 15:50:26
263,4,1,710,sm_fr,2.99,299.0,91,2021-01-03 10:30:19
264,9,1,710,l_ftn,2.29,229.0,91,2021-01-03 10:30:19
265,10,1,710,s_ext_grv,0.3,30.0,91,2021-01-03 10:30:19
266,3,1,633,l_ptn,6.99,699.0,92,2021-01-03 15:25:50
267,12,1,633,l_ext_grv,0.99,99.0,92,2021-01-03 15:25:50
268,5,1,673,m_fr,3.99,399.0,93,2021-01-03 15:51:39
269,14,1,673,m_ext_smk,2.99,299.0,93,2021-01-03 15:51:39
270,4,1,469,sm_fr,2.99,299.0,94,2021-01-03 11:58:00
271,7,1,469,s_ftn,0.99,99.0,94,2021-01-03 11:58:00
272,10,1,469,s_ext_grv,0.3,30.0,94,2021-01-03 11:58:00
273,5,1,47,m_fr,3.99,399.0,95,2021-01-03 15:49:01
274,9,2,47,l_ftn,2.29,458.0,95,2021-01-03 15:49:01
275,11,1,47,m_ext_grv,0.6,60.0,95,2021-01-03 15:49:01
276,3,1,50,l_ptn,6.99,699.0,96,2021-01-03 17:42:31
277,7,1,50,s_ftn,0.99,99.0,96,2021-01-03 17:42:31
278,12,1,50,l_ext_grv,0.99,99.0,96,2021-01-03 17:42:31
279,2,1,131,m_ptn,5.99,599.0,97,2021-01-03 14:15:29
280,11,1,131,m_ext_grv,0.6,60.0,97,2021-01-03 14:15:29
281,4,1,793,sm_fr,2.99,299.0,98,2021-01-03 16:53:48
282,7,1,793,s_ftn,0.99,99.0,98,2021-01-03 16:53:48
283,13,1,793,s_ext_smk,1.99,199.0,98,2021-01-03 16:53:48
284,3,1,846,l_ptn,6.99,699.0,99,2021-01-03 17:46:20
285,8,1,846,m_ftn,1.49,149.0,99,2021-01-03 17:46:20
286,12,1,846,l_ext_grv,0.99,99.0,99,2021-01-03 17:46:20
287,1,1,240,sm_ptn,3.99,399.0,100,2021-01-03 14:19:14
288,10,1,240,s_ext_grv,0.3,30.0,100,2021-01-03 14:19:14
289,2,1,202,m_ptn,5.99,599.0,101,2021-01-03 17:11:06
290,8,1,202,m_ftn,1.49,149.0,101,2021-01-03 17:11:06
291,14,1,202,m_ext_smk,2.99,299.0,101,2021-01-03 17:11:06
292,3,1,585,l_ptn,6.99,699.0,102,2021-01-03 17:52:15
293,9,1,585,l_ftn,2.29,229.0,102,2021-01-03 17:52:15
294,12,1,585,l_ext_grv,0.99,99.0,102,2021-01-03 17:52:15
295,6,1,982,l_fr,4.99,499.0,103,2021-01-03 15:49:25
296,8,1,982,m_ftn,1.49,149.0,103,2021-01-03 15:49:25
297,15,1,982,l_ext_smk,3.99,399.0,103,2021-01-03 15:49:25
298,6,1,930,l_fr,4.99,499.0,104,2021-01-03 17:52:13
299,4,1,90,sm_fr,2.99,299.0,105,2021-01-03 18:09:33
300,8,1,90,m_ftn,1.49,149.0,105,2021-01-03 18:09:33
301,13,1,90,s_ext_smk,1.99,199.0,105,2021-01-03 18:09:33
302,2,1,269,m_ptn,5.99,599.0,106,2021-01-03 17:42:41
303,9,1,269,l_ftn,2.29,229.0,106,2021-01-03 17:42:41
304,6,1,23,l_fr,4.99,499.0,107,2021-01-03 19:49:45
305,8,1,23,m_ftn,1.49,149.0,107,2021-01-03 19:49:45
306,15,1,23,l_ext_smk,3.99,399.0,107,2021-01-03 19:49:45
307,4,1,946,sm_fr,2.99,299.0,108,2021-01-03 20:30:40
308,9,1,946,l_ftn,2.29,229.0,108,2021-01-03 20:30:40
309,13,1,946,s_ext_smk,1.99,199.0,108,2021-01-03 20:30:40
310,4,1,44,sm_fr,2.99,299.0,109,2021-01-03 20:20:36
311,7,1,44,s_ftn,0.99,99.0,109,2021-01-03 20:20:36
312,10,1,44,s_ext_grv,0.3,30.0,109,2021-01-03 20:20:36
313,1,1,645,sm_ptn,3.99,399.0,110,2021-01-03 21:39:06
314,8,1,645,m_ftn,1.49,149.0,110,2021-01-03 21:39:06
315,13,1,645,s_ext_smk,1.99,199.0,110,2021-01-03 21:39:06
316,3,1,823,l_ptn,6.99,699.0,111,2021-01-03 21:14:26
317,12,1,823,l_ext_grv,0.99,99.0,111,2021-01-03 21:14:26
318,3,1,184,l_ptn,6.99,699.0,112,2021-01-03 22:15:53
319,9,1,184,l_ftn,2.29,229.0,112,2021-01-03 22:15:53
320,15,1,184,l_ext_smk,3.99,399.0,112,2021-01-03 22:15:53
321,5,1,613,m_fr,3.99,399.0,113,2021-01-03 21:49:55
322,14,1,613,m_ext_smk,2.99,299.0,113,2021-01-03 21:49:55
323,1,1,957,sm_ptn,3.99,399.0,114,2021-01-03 21:59:35
324,7,1,957,s_ftn,0.99,99.0,114,2021-01-03 21:59:35
325,10,1,957,s_ext_grv,0.3,30.0,114,2021-01-03 21:59:35
326,2,1,28,m_ptn,5.99,599.0,115,2021-01-03 23:04:09
327,11,1,28,m_ext_grv,0.6,60.0,115,2021-01-03 23:04:09
328,4,1,41,sm_fr,2.99,299.0,116,2021-01-03 22:45:18
329,8,1,41,m_ftn,1.49,149.0,116,2021-01-03 22:45:18
330,10,1,41,s_ext_grv,0.3,30.0,116,2021-01-03 22:45:18
331,3,1,331,l_ptn,6.99,699.0,117,2021-01-03 22:48:11
332,12,1,331,l_ext_grv,0.99,99.0,117,2021-01-03 22:48:11
333,3,1,636,l_ptn,6.99,699.0,118,2021-01-04 00:10:20
334,12,1,636,l_ext_grv,0.99,99.0,118,2021-01-04 00:10:20
335,1,1,378,sm_ptn,3.99,399.0,119,2021-01-04 00:44:24
336,8,1,378,m_ftn,1.49,149.0,119,2021-01-04 00:44:24
337,10,1,378,s_ext_grv,0.3,30.0,119,2021-01-04 00:44:24
338,2,1,40,m_ptn,5.99,599.0,120,2021-01-03 23:15:17
339,4,1,4,sm_fr,2.99,299.0,121,2021-01-04 00:43:15
340,7,1,4,s_ftn,0.99,99.0,121,2021-01-04 00:43:15
341,13,1,4,s_ext_smk,1.99,199.0,121,2021-01-04 00:43:15
342,8,1,35,m_ftn,1.49,149.0,122,2021-01-04 02:36:48
343,5,1,427,m_fr,3.99,399.0,123,2021-01-04 00:17:07
344,8,1,427,m_ftn,1.49,149.0,123,2021-01-04 00:17:07
345,14,1,427,m_ext_smk,2.99,299.0,123,2021-01-04 00:17:07
346,7,1,409,s_ftn,0.99,99.0,124,2021-01-04 03:14:05
347,4,1,591,sm_fr,2.99,299.0,125,2021-01-04 04:24:37
348,7,1,591,s_ftn,0.99,99.0,125,2021-01-04 04:24:37
349,6,1,855,l_fr,4.99,499.0,126,2021-01-04 01:09:22
350,15,1,855,l_ext_smk,3.99,399.0,126,2021-01-04 01:09:22
351,6,1,241,l_fr,4.99,499.0,127,2021-01-04 03:27:20
352,8,1,241,m_ftn,1.49,149.0,127,2021-01-04 03:27:20
353,15,1,241,l_ext_smk,3.99,399.0,127,2021-01-04 03:27:20
354,6,1,184,l_fr,4.99,499.0,128,2021-01-04 05:08:27
355,9,1,184,l_ftn,2.29,229.0,128,2021-01-04 05:08:27
356,12,1,184,l_ext_grv,0.99,99.0,128,2021-01-04 05:08:27
357,1,1,328,sm_ptn,3.99,399.0,129,2021-01-04 02:53:25
358,9,1,328,l_ftn,2.29,229.0,129,2021-01-04 02:53:25
359,10,1,328,s_ext_grv,0.3,30.0,129,2021-01-04 02:53:25
360,3,1,370,l_ptn,6.99,699.0,130,2021-01-04 03:32:36
361,8,1,370,m_ftn,1.49,149.0,130,2021-01-04 03:32:36
362,12,1,370,l_ext_grv,0.99,99.0,130,2021-01-04 03:32:36
363,1,1,731,sm_ptn,3.99,399.0,131,2021-01-04 06:06:43
364,7,1,731,s_ftn,0.99,99.0,131,2021-01-04 06:06:43
365,10,1,731,s_ext_grv,0.3,30.0,131,2021-01-04 06:06:43
366,5,1,541,m_fr,3.99,399.0,132,2021-01-04 04:18:22
367,7,1,541,s_ftn,0.99,99.0,132,2021-01-04 04:18:22
368,11,1,541,m_ext_grv,0.6,60.0,132,2021-01-04 04:18:22
369,3,1,766,l_ptn,6.99,699.0,133,2021-01-04 05:35:14
