,assignee_id,rater_id,ticket_id,comment,created,reason,score,updated
25,148,84,910,Sed eius ut tempora sit. Labore neque non sit quisquam sed. Etincidunt quisquam velit ut ut. Tempora dolore velit dolorem tempora adipisci est eius. Amet sed quisquam neque modi neque. Quisquam ipsum porro ut dolore. Dolorem aliquam etincidunt amet modi sit voluptatem. Dolorem dolore adipisci consectetur modi tempora etincidunt ipsum. Velit est ipsum voluptatem neque magnam magnam.,2022-04-11 09:34:10,No reason provided,offered,2022-06-28 15:57:31
26,811,830,789,Dolore modi quiquia dolorem modi dolor est. Magnam sed porro sit numquam eius. Dolore velit voluptatem eius voluptatem ut voluptatem. Dolor numquam labore quiquia quiquia porro est ipsum. Quiquia velit dolore magnam quiquia neque quaerat. Tempora eius aliquam labore. Modi neque ipsum aliquam labore labore eius. Modi amet amet labore sit dolorem non. Voluptatem magnam quiquia amet adipisci.,2022-02-13 21:34:18,No reason provided,good,2022-03-18 03:51:05
27,483,379,479,Non porro eius dolore porro dolore. Quaerat amet sed dolor etincidunt. Quaerat sed velit aliquam numquam. Est sit dolorem sit magnam. Aliquam neque aliquam labore. Voluptatem numquam quisquam etincidunt sit quisquam. Amet sed labore magnam dolore. Non aliquam quisquam amet ipsum tempora tempora velit. Aliquam magnam tempora est eius voluptatem.,2022-06-30 22:52:15,No reason provided,good,2023-06-07 16:40:05
28,743,920,292,Non sed voluptatem tempora quiquia numquam sit. Porro numquam labore neque. Eius magnam numquam voluptatem quisquam porro porro. Dolor sed ut ut. Dolorem est amet dolor magnam. Magnam non dolorem voluptatem tempora amet.,2022-05-02 18:14:17,No reason provided,good,2022-09-27 18:28:43
29,150,435,971,Sed quisquam voluptatem quiquia non dolor consectetur sit. Magnam labore aliquam porro. Sed neque numquam velit consectetur dolore dolorem. Etincidunt modi quiquia adipisci quiquia. Eius ut consectetur labore. Dolorem amet porro etincidunt magnam labore labore sed. Dolorem quisquam neque neque adipisci modi sit. Voluptatem adipisci tempora amet sed non. Velit dolore non amet. Neque tempora dolore tempora.,2022-07-22 15:16:21,No reason provided,unoffered,2022-12-25 22:26:20
30,917,634,420,Velit velit amet est aliquam dolore quisquam. Aliquam voluptatem labore dolor. Amet etincidunt aliquam numquam labore eius eius. Dolorem labore numquam velit ut non. Numquam quaerat numquam quiquia dolorem dolorem velit aliquam. Modi dolor quaerat ipsum numquam dolorem.,2022-09-12 07:47:01,No reason provided,good,2022-10-28 18:07:14
31,347,881,710,Neque quisquam adipisci quiquia. Est dolor consectetur est sit quisquam. Magnam porro ut porro velit porro tempora tempora. Eius etincidunt porro quaerat modi etincidunt labore. Ipsum dolorem ipsum adipisci labore. Neque tempora est adipisci est tempora dolore. Numquam voluptatem voluptatem dolor magnam eius dolor. Amet dolorem est adipisci. Ut non eius velit neque magnam.,2022-01-17 19:14:11,No reason provided,good,2022-05-14 19:21:22
32,420,522,806,Non porro quiquia modi quisquam. Ut dolor consectetur numquam. Neque non neque quisquam eius eius quaerat. Amet magnam quisquam quaerat numquam porro porro. Magnam ut labore numquam quiquia aliquam modi magnam. Neque labore eius consectetur numquam aliquam quaerat voluptatem. Sed sed aliquam eius dolore amet. Dolor modi velit sit tempora.,2022-05-26 14:26:40,No reason provided,good,2022-08-06 08:27:38
33,924,811,407,Velit dolorem dolorem quiquia numquam. Adipisci quisquam numquam consectetur. Est eius ut quiquia sit quiquia dolor. Ut etincidunt numquam ut quiquia. Eius velit voluptatem neque aliquam est sed. Quisquam labore amet sit consectetur labore ut. Quisquam neque amet porro amet. Neque dolor consectetur dolore dolor etincidunt neque tempora.,2022-09-26 01:13:13,No reason provided,good,2023-09-23 01:02:27
34,644,426,674,Aliquam velit est labore velit numquam. Velit quaerat quiquia aliquam dolore voluptatem adipisci sit. Voluptatem velit numquam eius non magnam sit. Eius est adipisci modi dolor ut ipsum. Tempora neque quaerat velit voluptatem magnam labore. Velit labore ipsum sed velit numquam amet. Consectetur ut sed quaerat sed labore sed. Quiquia quaerat porro non. Sit ipsum numquam non eius modi.,2022-08-26 06:37:16,No reason provided,good,2023-03-07 05:56:54
35,986,746,19,Est aliquam velit tempora labore ut sed porro. Non quisquam aliquam etincidunt. Aliquam sed dolor voluptatem non non numquam non. Quiquia modi dolor voluptatem. Dolorem quisquam numquam voluptatem velit adipisci numquam neque. Etincidunt neque sed voluptatem eius consectetur est sed. Adipisci consectetur sed aliquam numquam sit amet quisquam. Sit magnam quisquam voluptatem eius etincidunt ut consectetur. Eius magnam modi adipisci sed magnam numquam quisquam. Sed neque quaerat est labore est neque tempora.,2022-07-26 03:03:25,No reason provided,good,2023-07-01 23:30:03
36,893,1000,897,Aliquam dolor est adipisci ut. Non voluptatem quisquam amet aliquam quiquia quaerat sit. Ipsum labore ut neque numquam. Ut velit tempora non. Eius dolorem sed velit ipsum dolor ipsum. Amet quaerat velit tempora modi. Sed sit eius aliquam.,2022-04-21 05:16:10,Some other reason,good,2022-12-04 06:36:29
37,392,27,288,Eius tempora magnam ut aliquam magnam non amet. Eius est est sed adipisci. Dolor est tempora sed. Non labore modi amet. Est ipsum dolore neque quaerat non dolore non. Dolorem modi aliquam non adipisci etincidunt sed.,2022-02-06 07:25:16,No reason provided,good,2023-01-10 11:56:13
38,261,376,493,Tempora ut quaerat eius quaerat. Non labore dolore numquam etincidunt non adipisci tempora. Etincidunt dolor labore consectetur ipsum quiquia non. Dolorem labore magnam aliquam est quaerat est. Aliquam dolor quiquia ut quisquam. Velit quiquia amet amet sit velit eius etincidunt. Modi est sed adipisci. Magnam quisquam quiquia eius est ut neque magnam. Modi porro velit aliquam est.,2022-04-11 06:07:30,No reason provided,good,2022-06-16 18:36:20
39,517,631,799,Est etincidunt dolorem amet modi. Consectetur quisquam sit velit quisquam ipsum ipsum. Eius quisquam quisquam adipisci dolor. Sed numquam eius labore tempora porro voluptatem. Quiquia etincidunt consectetur eius non sit est. Ut quiquia consectetur labore tempora dolore sed. Est magnam tempora est amet velit. Dolore velit adipisci porro sed adipisci. Quisquam ipsum quiquia neque adipisci. Voluptatem dolore labore non voluptatem.,2022-06-08 06:56:36,No reason provided,good,2023-03-10 19:47:25
40,54,811,174,Aliquam modi ut aliquam eius ipsum dolor. Porro sed eius labore quaerat. Consectetur dolorem adipisci modi amet numquam. Tempora quaerat aliquam magnam est non consectetur amet. Ipsum amet voluptatem sit non. Quiquia consectetur voluptatem ipsum numquam voluptatem numquam adipisci. Quisquam quisquam consectetur velit.,2022-04-26 00:41:39,No reason provided,good,2022-10-04 02:12:02
41,394,63,131,Modi magnam est quiquia modi quaerat ipsum dolor. Modi dolorem quaerat tempora. Labore etincidunt dolore quaerat aliquam. Ut modi etincidunt ut consectetur non quisquam magnam. Etincidunt dolor sit porro non velit sed. Ipsum quisquam magnam non neque quisquam. Eius labore tempora adipisci. Sit voluptatem amet labore.,2022-04-15 07:54:19,No reason provided,good,2023-02-10 16:16:41
42,965,780,150,Sit dolor quiquia quisquam voluptatem voluptatem etincidunt sit. Porro aliquam velit consectetur. Sed aliquam numquam aliquam. Numquam velit magnam magnam velit consectetur. Dolorem sit ipsum eius numquam voluptatem tempora labore. Voluptatem numquam quisquam sed tempora numquam dolore. Quisquam quisquam consectetur adipisci aliquam ipsum. Sed quisquam velit voluptatem quisquam.,2022-01-24 03:41:58,No reason provided,good,2022-08-05 09:10:25
43,674,968,787,Eius aliquam dolorem dolor sit eius aliquam etincidunt. Non eius numquam aliquam magnam. Est dolor sed voluptatem modi ut. Ipsum velit quiquia quiquia. Quiquia porro dolore dolorem sed non. Amet adipisci neque sed non.,2022-08-05 04:56:25,No reason provided,good,2022-09-02 06:28:33
44,946,988,337,Aliquam tempora adipisci est amet aliquam. Dolorem ipsum velit adipisci voluptatem. Dolorem porro non ipsum ipsum. Labore ipsum adipisci sit neque velit sed. Velit eius numquam eius porro sed.,2022-02-16 06:42:26,No reason provided,good,2022-02-24 13:01:14
45,715,161,612,Adipisci consectetur quiquia amet ut adipisci dolorem. Ipsum dolor est modi ut ipsum. Dolor tempora modi ut magnam est magnam. Aliquam labore dolor quisquam dolorem est est. Sed sit adipisci est dolorem eius quisquam. Porro ut modi neque magnam ipsum. Quisquam adipisci amet consectetur tempora velit consectetur. Eius numquam modi labore voluptatem sit adipisci. Modi porro quisquam quiquia porro amet ut. Sed dolor etincidunt quaerat tempora quisquam dolorem.,2022-09-30 08:55:20,No reason provided,good,2022-12-16 21:39:41
46,920,638,781,Dolor ipsum etincidunt quaerat tempora. Etincidunt etincidunt porro est quiquia aliquam. Amet ut non ipsum modi quisquam voluptatem quiquia. Voluptatem amet ipsum est. Quaerat sit quiquia sit. Dolor ut labore quaerat quisquam velit. Consectetur porro dolor quiquia labore. Voluptatem labore adipisci neque non modi non. Velit sed velit sit adipisci magnam sed aliquam.,2022-08-13 15:53:55,No reason provided,good,2023-03-29 08:16:33
47,954,799,841,Non tempora porro modi. Sit adipisci non ipsum consectetur etincidunt. Eius non porro consectetur non. Dolor porro dolorem porro amet non. Sit porro modi voluptatem. Ut quiquia neque non ut tempora tempora quaerat. Numquam sed labore consectetur porro neque. Est amet sed non est ut. Non sed quisquam porro quaerat sit sed.,2022-03-13 04:08:25,No reason provided,good,2022-07-27 03:26:37
48,753,855,381,Velit est dolor neque quisquam non. Tempora quaerat quaerat amet ut labore quaerat. Dolorem velit adipisci sit tempora porro ut amet. Quisquam quiquia etincidunt sit porro dolorem. Dolorem etincidunt numquam labore voluptatem consectetur. Non aliquam sed ut sed. Etincidunt aliquam magnam numquam sed quiquia. Quiquia ipsum porro aliquam magnam.,2022-05-25 16:34:25,No reason provided,good,2022-12-12 09:35:48
49,993,286,987,Aliquam non est quisquam eius. Quisquam amet etincidunt sit sed. Etincidunt dolore adipisci etincidunt sed. Numquam labore magnam ipsum porro ipsum labore amet. Consectetur dolor magnam velit consectetur non quaerat sed.,2022-04-03 08:08:50,No reason provided,good,2022-09-29 21:01:29
50,846,33,701,Tempora numquam etincidunt adipisci sit. Velit tempora etincidunt velit velit etincidunt non. Dolore labore sed quaerat. Consectetur velit neque dolor consectetur non sed sit. Sit sit velit eius velit. Amet quiquia sit est dolore sed. Dolor aliquam quiquia tempora neque eius neque etincidunt. Neque sed dolor numquam. Quiquia velit modi magnam.,2022-02-24 08:35:36,No reason provided,good,2022-08-24 01:50:24
51,406,451,100,Non aliquam aliquam numquam adipisci modi labore. Tempora magnam ipsum dolore eius labore. Voluptatem sit magnam magnam neque labore consectetur. Quaerat neque labore neque voluptatem velit ipsum. Ut consectetur tempora quiquia etincidunt. Quiquia magnam non tempora ipsum magnam. Labore quiquia tempora amet. Velit amet aliquam est porro. Ipsum aliquam velit modi magnam porro quisquam. Modi voluptatem amet consectetur aliquam labore tempora ipsum.,2022-09-26 22:02:35,No reason provided,good,2023-01-22 23:07:15
52,93,407,906,Quaerat adipisci labore labore. Etincidunt aliquam porro velit adipisci ut. Aliquam sed amet adipisci. Adipisci sed modi magnam numquam. Dolore eius etincidunt velit sit porro etincidunt. Velit amet magnam tempora velit porro adipisci quaerat. Magnam quiquia numquam tempora.,2022-02-14 16:29:52,No reason provided,good,2022-02-15 22:20:52
53,24,176,32,Dolor consectetur labore voluptatem sed tempora. Tempora porro quiquia amet magnam. Est amet ut quiquia consectetur modi voluptatem. Dolore numquam dolorem dolor. Velit dolorem adipisci ut dolor consectetur quisquam ut. Numquam voluptatem neque aliquam dolor tempora quiquia. Non modi aliquam non voluptatem quiquia ut ut. Adipisci sit amet adipisci ipsum consectetur dolor. Neque velit dolor voluptatem sed.,2022-09-04 22:04:28,No reason provided,good,2022-10-10 02:17:24
54,113,41,237,Magnam labore neque dolore. Neque dolore quiquia magnam quiquia. Aliquam velit ipsum magnam amet dolor quisquam dolor. Voluptatem quisquam adipisci voluptatem voluptatem est. Sed consectetur magnam modi ut. Quaerat etincidunt neque non. Sit velit sit consectetur.,2022-07-13 18:50:15,No reason provided,good,2023-02-23 22:37:36
55,390,240,50,Etincidunt quiquia modi eius consectetur modi dolorem modi. Est ipsum porro sit amet quisquam quiquia etincidunt. Est dolor sed est. Tempora quaerat labore dolorem tempora sed porro quaerat. Porro sit quiquia ut eius adipisci non consectetur. Dolor tempora magnam dolore quaerat modi dolore. Porro tempora neque aliquam numquam. Ipsum quisquam aliquam dolorem magnam tempora. Velit sed dolorem sed ipsum etincidunt etincidunt velit. Tempora labore quisquam eius dolorem est aliquam.,2022-07-07 21:07:41,The issue took too long to resolve,good,2022-11-04 19:57:56
56,958,409,320,Dolorem dolore ipsum etincidunt sed porro amet porro. Eius dolor modi quaerat eius porro dolorem. Adipisci eius amet ipsum neque est ipsum. Numquam voluptatem ipsum est porro dolore est non. Non etincidunt numquam adipisci etincidunt magnam tempora magnam.,2022-07-17 21:03:23,No reason provided,good,2023-03-08 18:33:02
57,3,375,108,Neque ut consectetur non numquam neque consectetur neque. Sed quaerat neque quisquam eius non. Est etincidunt magnam amet non adipisci. Non porro velit labore porro tempora. Non porro dolore est ipsum velit dolorem. Sed quisquam quaerat eius. Est numquam ut labore. Velit sit eius tempora ut. Tempora ipsum modi ipsum sed velit velit labore.,2022-03-05 19:05:16,No reason provided,good,2022-09-05 18:42:03
58,257,655,816,Quisquam quisquam tempora sit non. Dolor modi numquam neque ut neque. Sed ut consectetur dolorem tempora numquam. Dolor quiquia dolore numquam sit labore quisquam quaerat. Modi tempora dolor aliquam quisquam. Sit aliquam velit adipisci aliquam dolore adipisci modi. Voluptatem amet quiquia adipisci ipsum adipisci eius. Consectetur consectetur dolore etincidunt etincidunt ut.,2022-02-28 21:57:20,No reason provided,good,2022-04-17 21:21:10
59,778,515,897,Aliquam neque sit neque. Sed consectetur ut non. Etincidunt voluptatem modi sed numquam. Tempora ipsum porro non aliquam non ipsum. Non dolore ut est labore est ipsum dolor.,2022-07-03 08:03:46,No reason provided,unoffered,2022-09-21 02:03:07
60,840,196,942,Modi dolorem numquam aliquam. Ipsum voluptatem voluptatem est consectetur. Est quisquam sit velit ut consectetur voluptatem. Dolor ipsum neque quaerat. Est dolor adipisci quiquia eius neque voluptatem. Tempora modi aliquam tempora modi.,2022-07-10 20:12:04,Some other reason,good,2023-06-07 12:10:21
61,926,546,893,Ipsum magnam magnam quisquam dolor modi. Modi neque amet dolore eius dolore. Velit dolore quaerat dolorem tempora aliquam sed. Amet non quiquia consectetur quisquam ut. Sed ut aliquam sit. Quaerat dolorem sed voluptatem non.,2022-04-15 19:23:01,No reason provided,good,2022-05-03 14:05:52
62,150,811,823,Neque tempora labore aliquam dolor. Etincidunt dolorem consectetur dolorem non adipisci. Labore numquam dolorem est dolor. Quiquia consectetur quisquam etincidunt eius modi. Neque labore amet ut numquam. Eius quaerat quisquam etincidunt adipisci. Sed sit porro numquam ut est quisquam.,2022-05-01 17:35:49,No reason provided,good,2022-08-05 19:48:25
63,465,293,981,Consectetur aliquam quiquia velit aliquam. Labore non dolor velit dolor dolorem. Quaerat non eius tempora quaerat porro ut velit. Modi porro sit quaerat non amet velit. Quisquam velit porro sed neque dolore non.,2022-08-12 19:00:31,No reason provided,good,2023-03-02 07:06:46
64,591,129,733,Tempora dolore etincidunt voluptatem. Dolorem eius ut dolorem numquam. Quaerat ut modi labore voluptatem. Dolor non dolore magnam velit adipisci. Aliquam sit ut quisquam dolor. Est amet dolore voluptatem velit aliquam velit. Velit dolore quiquia eius porro velit modi.,2022-05-19 03:46:13,No reason provided,good,2023-04-29 12:45:55
65,980,921,807,Porro numquam non quiquia. Etincidunt numquam amet adipisci numquam non ipsum. Dolorem dolorem sed consectetur eius est quaerat dolore. Modi consectetur amet sed velit. Sed dolorem quisquam numquam quiquia porro velit. Non adipisci velit consectetur neque dolor. Neque amet ut neque. Amet numquam sed consectetur. Sed aliquam sit labore quisquam modi dolorem adipisci.,2022-07-12 06:33:06,No reason provided,good,2023-01-17 17:17:20
66,550,51,37,Velit velit amet porro numquam. Sit dolorem magnam adipisci numquam aliquam. Est velit ut adipisci aliquam non eius sed. Velit sit modi eius etincidunt. Ipsum neque quisquam sed porro. Modi sit dolor adipisci. Amet sed quisquam dolor. Sed amet sit ut tempora ut aliquam eius.,2022-07-30 12:15:20,No reason provided,good,2022-12-31 09:48:19
67,603,295,415,Sit magnam numquam sed non aliquam sed. Etincidunt modi dolore numquam. Quisquam est porro dolore velit. Aliquam quaerat quaerat eius. Amet labore porro ipsum quisquam. Quisquam labore porro labore. Tempora numquam tempora tempora voluptatem.,2022-09-15 23:37:09,No reason provided,good,2022-12-27 06:59:49
68,77,824,34,Dolore aliquam quiquia adipisci. Magnam sed velit adipisci. Aliquam tempora non quaerat quisquam neque sed voluptatem. Ipsum dolor porro dolor neque numquam velit dolore. Non est voluptatem numquam aliquam consectetur porro.,2022-04-05 03:54:22,No reason provided,good,2023-02-23 14:13:48
69,336,269,100,Ipsum consectetur ipsum tempora ipsum. Consectetur adipisci labore porro porro. Dolor neque eius neque aliquam. Sed modi modi dolore non velit. Non voluptatem adipisci quaerat neque neque velit est.,2022-05-28 21:58:02,No reason provided,good,2023-04-05 11:21:54
70,724,638,106,Sed dolorem dolorem adipisci consectetur. Dolorem dolor dolor quiquia. Quaerat dolorem ut voluptatem quaerat. Amet dolor neque tempora. Sit quiquia tempora dolorem. Adipisci dolorem modi numquam. Neque eius voluptatem porro tempora dolorem. Magnam dolore tempora velit neque modi voluptatem adipisci. Etincidunt consectetur non aliquam neque quisquam.,2022-04-16 03:56:19,No reason provided,good,2022-09-05 10:04:32
71,147,272,631,Non quiquia magnam neque. Numquam neque ipsum dolor quaerat. Adipisci sed quisquam numquam adipisci magnam amet dolore. Est labore quiquia velit magnam velit. Aliquam amet neque tempora porro quiquia est non. Modi modi consectetur magnam dolorem aliquam dolor quiquia.,2022-02-07 13:50:30,No reason provided,good,2023-01-16 20:56:54
72,491,27,383,Neque amet amet neque quiquia quiquia. Quiquia voluptatem adipisci ipsum numquam sed amet est. Aliquam velit velit labore eius etincidunt. Sed dolorem velit porro amet est tempora. Non porro numquam ut. Ut voluptatem consectetur modi dolore dolorem.,2022-04-27 18:25:47,No reason provided,good,2023-03-22 16:04:58
73,579,920,539,Eius quaerat magnam dolor non. Eius amet quiquia sed eius aliquam. Quiquia modi tempora quiquia aliquam numquam. Quisquam porro velit labore dolore dolore quisquam. Numquam consectetur sed labore aliquam voluptatem neque. Eius consectetur sed numquam magnam. Consectetur modi amet velit aliquam labore. Tempora consectetur tempora aliquam. Adipisci consectetur dolorem sit numquam non.,2022-01-16 22:01:07,Some other reason,good,2022-10-08 21:18:05
