,id,form_id,calculated_score,hidden_,landing_id,landed_at,metadata_browser,metadata_network_id,metadata_platform,metadata_referer,metadata_user_agent,submitted_at,token_id
22,dac5a31a4d22cc6559020fadd83f4435,OkXkhMY3,-14,,1972d2462af069cd7c59332f375d2cb8,2021-01-01 01:42:20,,,,,,2021-01-01 01:47:16,a8621076f264bf77c35ea5976d8f3de6
23,eb2c5cb1e6159e46d56b40013841678c,OkXkhMY3,885,,8f983d7a2f6e519ed374e60aa14982d7,2021-01-01 01:08:05,,,,,,2021-01-01 01:09:40,a3012fd6a18333484ef5778c6682c9ba
24,38651127dfe8994582d2364b133da229,3JHbezZc,696,,01c7e24e7aa4e6a1b5b551d0a2b1e6b1,2021-01-01 00:22:27,,,,,,2021-01-01 00:24:53,983f7e1d46b343a791c72ddca36be5db
25,d219729107e4ef8f7f8b29eaaf70c619,1dRXXlhS,-147,,663072b59dbc82112f03f0f75ea07633,2021-01-01 01:39:43,,,,,,2021-01-01 01:41:23,fc377e52161f1ebc8caf9933fa7eb086
26,1a5dabb650bfd13f0e900a1748419841,MdPnIanj,-694,,366cb786f41412067fd548198a202e16,2021-01-01 00:45:23,,,,,,2021-01-01 00:47:00,4d6b813ebbb3db87f557a91801f0f59b
27,a4a0402c77032f56155a6b548f6bbcda,B4GjTdOd,-71,,8d561e7495c1a066515783e595999a7e,2021-01-01 02:20:57,,,,,,2021-01-01 02:23:43,125f34419cd6181885044c554b7160ca
28,066f984228d9b16c3ef04deaaeb4eb0e,OkXkhMY3,92,,d4d6bc41fd83cb0d8b94f94660b555ea,2021-01-01 00:49:24,,,,,,2021-01-01 00:52:24,d3121785acbe8bf86fb89573df2a2467
29,a132ab262b9227f7e1339dc55515980e,mH7ZKWX9,-354,,cd9243c6352337d7f3fb159dc1450179,2021-01-01 00:41:00,,,,,,2021-01-01 00:44:44,0a309a553473f2d77095350d93e384cf
30,c244c6ad355eb2ec724b3d9e428f2fff,sDSsGFG6,-606,,25edded17a2c93a755ace73070beda9c,2021-01-01 01:13:27,,,,,,2021-01-01 01:18:14,710e16e90c9f1ebd2900982f73da34a8
31,f294365b2e61e5fed5ae516437a67fde,NA5dJkdS,291,,f60e375fa05a6fea8669b3ec896b1a99,2021-01-01 02:09:17,,,,,,2021-01-01 02:14:02,76a6d3a5dbff0286bb37f16c19419ed3
32,7bc5dff945a4649b946db81eccec767e,yeaQBVQl,586,,877144f526c7da64abd5abffe8fdc73f,2021-01-01 00:40:37,,,,,,2021-01-01 00:43:15,d9b1ad896fc254b0180c187771942e71
33,6d6345bf6331b76c4edbbfbb56b98dbd,M2U1tbLu,458,,d17d2f6e31643f738790e6ca49c313dd,2021-01-01 00:19:18,,,,,,2021-01-01 00:21:51,2b8d6789444934e4f8d1823fd88c6a7f
34,b49ccd112f6bb878e0c04ec3f01faba0,yLDDvlcz,119,,5d54112dca5c9237e80a758c303c8274,2021-01-01 01:48:13,,,,,,2021-01-01 01:52:36,07ee9f9c51a6b26d84c8ff2e3c857eaf
35,dc473db9b8c09c65af5b696727306529,yeaQBVQl,677,,b62d4203144974966e16f1fe26012a09,2021-01-01 00:20:54,,,,,,2021-01-01 00:21:38,25f0d16b5abc0270d583f2be53f19213
36,c1279e2b48bd8f052c4dba1a9a2764e3,ODF8TTxQ,773,,9ae0d5b6cd00bf7e3f6ad0fa9bc684d6,2021-01-01 00:02:07,,,,,,2021-01-01 00:04:25,0bc73f2f579323f81a66e30c67329526
37,f57752af2b887578137e6cbd22f87689,OkXkhMY3,-597,,c0b4a5b56e8dc1712c07715dd452f881,2021-01-01 02:34:08,,,,,,2021-01-01 02:36:51,fe10c0d3a8da581167305e8a32f168d0
38,f27364dd26d5a5ea9324a24110bd6967,3JWbiahb,-834,,997933ba632840f961b9b14ddae63279,2021-01-01 00:50:27,,,,,,2021-01-01 00:51:46,7d0525a0100b2c4bb20c6cadc01c8613
39,9236ad7e39ccfd95eee004799ef81c3e,SIUxZUz6,-715,,85725b549cdc014079bc54713833d46b,2021-01-01 01:42:10,,,,,,2021-01-01 01:47:04,5c39a1f69fb99ff523f424a5297944a5
40,bb76796c05307ca30842b2b4e07c01c7,OKx1lt82,20,,261b8da23f4514a33dd063e8ac802327,2021-01-01 00:37:37,,,,,,2021-01-01 00:38:31,13561d88d5b95eb6180a9198e3fccedf
41,1e47a7dca9e4fec2e3d0640d77b3009e,HNEMpIsa,-847,,9fbcda964fba7cd69fe1a8cac5a65c8b,2021-01-01 01:55:01,,,,,,2021-01-01 01:58:56,0893343bde77f70eb3ab86abe6528050
42,8c15b0c43c4d650f15d42e4635619034,yeaQBVQl,980,,511aef783028b51e2fbf98c94cb954ae,2021-01-01 00:19:47,,,,,,2021-01-01 00:20:45,3d50960c0fef9d54ab1d82e7be3e1f99
43,9867ac0623f1900e5a77c50874a2bdb5,D3VWS0HU,-950,,f96a9b0a23e852ccc3b8908cbfe26387,2021-01-01 01:13:17,,,,,,2021-01-01 01:18:10,3766a8ccd2712d0460b4f6dcd4bb27a7
44,07219d86bbde69ae9ed56e8c4fb03d9f,SIUxZUz6,449,,450240f789fe1637e563e56302b7c8d6,2021-01-01 01:56:53,,,,,,2021-01-01 01:58:06,df9b10d0c5eb4b9002eab84bee88b00c
45,2e55d339eb8ea01303063c941638e9e4,B4GjTdOd,160,,bb121de107304abaf147a7bad6d28ee7,2021-01-01 02:09:28,,,,,,2021-01-01 02:10:41,05c0213381d94ea0f0b4b95534d3c5e5
46,fc7a4e7ad0eb028f28690fa68d0b69e6,yLDDvlcz,-872,,7cec9de05a05166bd2e2d0d1901ce542,2021-01-01 01:01:16,,,,,,2021-01-01 01:05:42,1a3adae04f0ce8a1b8c54455ddeccfdf
47,8a361481eae47eefd8fce40b8388a8d0,yeaQBVQl,799,,6ff1db81a348ceb74c62fd8db7c44ac0,2021-01-01 01:14:10,,,,,,2021-01-01 01:17:01,2780ef61ecbf227ca5b4611b6832bf6f
48,e6d4bfe86ce21cbd444874e76b17d4c2,wfzCK4wd,-616,,77eeeaf3452857d7b37668946f2bd286,2021-01-01 02:43:15,,,,,,2021-01-01 02:46:40,a8e5516bacfb2fa8f23911dc5d9c78f0
49,4ef785ea9265a928bdd7f60ea64087a4,UdwuOEYk,-432,,6fae9aaa940971486270a63d6fba68b5,2021-01-01 02:05:52,,,,,,2021-01-01 02:09:45,1277f59bb234d4c08fbe3f4243620bc8
50,5c52345dfa7f09e33c4bc1b7e4dc1ae6,bnis90mp,178,,2a1d777167eb5ea8937aa9dce9a4ef5d,2021-01-01 00:37:39,,,,,,2021-01-01 00:39:25,fb2ab72e4c871b81167c127be5b55cb7
51,55558078c3ccc944cc5be0f83790e530,MjCQ5S00,40,,ace7cba6cf726c848221349993c4002d,2021-01-01 00:58:01,,,,,,2021-01-01 00:58:11,c59753772a4167f0da01ba3cdbb98cef
52,f298ba2e7346a4be50a1ceb61f6b99f4,ZaKqO7WH,-210,,369a5bd9eaa9f5ba27e3a811ca2497c9,2021-01-01 02:35:37,,,,,,2021-01-01 02:37:11,6a889da990f153e8be3bf2a26876cc5f
53,c4e8bc7b3d3c22c59768fb8a1ecbba60,2Dl5Ojbz,181,,aa2c3beda2ec48cc8f9b27fdc0fc5e22,2021-01-01 01:25:04,,,,,,2021-01-01 01:25:43,0d2b0ee8876d517cb6d715b2d5f86fb9
54,5335b7bdaf72948f547db3b361199b81,HNEMpIsa,741,,fdc0b8afaf6359cb1d4bf685159de26a,2021-01-01 02:39:16,,,,,,2021-01-01 02:41:01,87811d5dce02abb21854287995091fcf
55,1d8671eefe7e11ae6ebd0c66dcacec83,xJy9dMdk,-138,,fd0d2e799bde1d15a15ac9a009186c7f,2021-01-01 01:04:29,,,,,,2021-01-01 01:06:56,33c34423acbcbf1ec1b8e715703e844e
56,9e3989cf84a3e70270b937d0506d3ce9,gBPjc73l,-34,,ee24782804acecc351f7fa743adfbe9e,2021-01-01 02:10:26,,,,,,2021-01-01 02:11:37,5b023eb692ceec2f61f90195b558d444
57,73780d63490b0cab819c3f955d6b2db4,vUq5YSDB,494,,afdd88678ae15f5c08cfb44cb50affaa,2021-01-01 00:04:56,,,,,,2021-01-01 00:08:43,a7de97d5c1f79aefa7d08f1cdde7704a
58,a59d99b49ade3806022c3b0a5508451e,0v9JGDym,360,,365d2d72e7e28873a1ffa43e428c0007,2021-01-01 00:09:31,,,,,,2021-01-01 00:11:09,a89c650f3736f640e17ca55dc8bc910e
59,addc6009b9e0061b9d33d1133eb99b10,bnis90mp,727,,7f39647eb23a04d1ed4a5b6d49826a3e,2021-01-01 00:26:56,,,,,,2021-01-01 00:28:26,18241c3f65f7a21c4841ec4d0f3a0b7d
60,107c5d8761943d941ffa000cfd576661,bnis90mp,-802,,9bf326545f2bd92df9315c2115fe844b,2021-01-01 01:07:16,,,,,,2021-01-01 01:10:49,e1341aa4ae73bdb6e5c7f96ce8fc90f2
61,725d60f596a5de48a5d3b3bc8344d4fa,1dRXXlhS,-245,,3a5cd4cad9dfac8c8ee29cd1537dca4a,2021-01-01 00:21:45,,,,,,2021-01-01 00:22:33,386836aba5b46b3f128c6e99d301db44
62,3c233cdee8bd2ecb3a25691b36c48d85,czMWBewW,644,,d0ae5c81547a4dc7b94263efadd4bf5c,2021-01-01 00:32:38,,,,,,2021-01-01 00:33:26,cff9e673dd83b715d35d9e01888b3dbb
63,8e43d52bd6c3edb0aee97486e38b0bd9,eiqqlfDa,353,,76efc69be6bdcc3e2691e3a44cc6ef61,2021-01-01 00:37:39,,,,,,2021-01-01 00:38:53,6e9f8ee2aee04248697652d7ab12eef6
64,5e58a250d18067c9d2f2c5a0eb00eab8,B4GjTdOd,-136,,1f32875a25dccada572becfbacada4b4,2021-01-01 00:58:26,,,,,,2021-01-01 01:02:57,5494b5e253fb6b9d5b4ca309564dde6e
65,75c749a81540f4ba79f1c19d6b075363,Lbzmv24K,-306,,254267e173cccf5dcfa52bf77bf48e5e,2021-01-01 00:38:40,,,,,,2021-01-01 00:43:00,57f4d39c6d58282ccb2f7eb6e37e425c
66,980d5983f981c59fcbc0b5e5f9b90094,GOWEgK5z,-327,,3af93abdd8e4c17b9d1f5f13706f00ed,2021-01-01 00:31:22,,,,,,2021-01-01 00:35:04,6d8040f0cbf93d3007b85c6c467005ee
67,6f493529f14e90e62bea73bb24bc0655,AmKKC6Z3,-345,,0755241d9d5e41c1da9a1986a3f511ad,2021-01-01 00:11:57,,,,,,2021-01-01 00:12:40,30a5165d08dacd32358191b2e7efd937
68,19ccb515dcbf1dcb829301e1eb514d1e,FLykESrn,694,,7ab302d65671bc748cc037ac55256a6b,2021-01-01 00:16:56,,,,,,2021-01-01 00:20:34,ebfe8a32b68343b7b14fd4e7af7a67f5
69,53857c292de052e024be356f878b7e5a,B4GjTdOd,-142,,4d04efcca5efd67143fbb17d25f4ae49,2021-01-01 02:16:51,,,,,,2021-01-01 02:17:33,b0a9fe2a61276174e2b393d0ff1f9fe3
70,3a1f96ed8b323cca4c9bad992dab739d,cKx37zuM,1,,f8450d8f73a6a9275708fbe52fa854e4,2021-01-01 02:27:11,,,,,,2021-01-01 02:28:28,6989dcde4b26a9220f7954e7efadb316
71,2a910d478d395417ad5540d9fd69d5e6,OOmKB6Y5,667,,927af52441e756ccf0b86897308e8ea7,2021-01-01 01:51:52,,,,,,2021-01-01 01:54:01,b19a97b3974c42e6a6f862cc81017185
72,6234c8a7eec2ef7555f19a046ec9742c,qzCOvwUr,567,,72cc07900cf49f6b1e92b5014c471f1e,2021-01-01 02:46:04,,,,,,2021-01-01 02:47:21,eab611f5dbc43458ef31a158b9b09fbd
73,be87c4529ff510058954a2ec2c439813,OOmKB6Y5,335,,31427fcea241bc450820782b41d96d76,2021-01-01 02:13:21,,,,,,2021-01-01 02:17:30,fb57c3a1d98b2e88d682e971109deefa
74,3797575aa005db2c2c0baeccdd11e8fb,0v9JGDym,735,,67c6e8b36c7451cd29f04d0ee4209121,2021-01-01 01:42:15,,,,,,2021-01-01 01:43:37,4539598dcbcdb004e76e6abc92972cb6
75,a4d9a0f72e884d2f31a057db23419e37,yeaQBVQl,746,,84e40547cc07a7404dbbb5b2672c5520,2021-01-01 02:36:15,,,,,,2021-01-01 02:38:56,35be53a51696d9c82e1d277257169073
76,867e2684e651fbfcd4bdf40cfe10e82e,xHQThEtD,-560,,6ba2601f3fe433d09ccf8ee86261a9df,2021-01-01 01:05:42,,,,,,2021-01-01 01:05:49,ce29f33e503d1aac216105c130e7ff05
77,af0cb774f1cf7db0e6c1274586291fa3,t3S1Aj2b,-407,,bdfb6ac981597954d917c9954190f08f,2021-01-01 01:19:41,,,,,,2021-01-01 01:19:52,34963f13ac0ad842e70e60740c1589d3
78,81961a2884c33d56a8538167a9e28553,vPH6HjVp,-751,,7f411f7a14bee949ac2f489a11ccaff8,2021-01-01 00:10:09,,,,,,2021-01-01 00:13:54,358ebf8835b2c4a4c7b1193a2fb71b5e
79,f16721199e590c0e8783c162605f4a60,OkXkhMY3,-24,,fc9caa4f6f819230fcc50345341986ac,2021-01-01 01:59:41,,,,,,2021-01-01 02:04:13,158fe4579d88ed5af0913567a1d7db3d
80,3fdd84725ca1c2a26e2775569c1f6998,2Dl5Ojbz,136,,4db66756ff5e5fa48e3f199914bb0819,2021-01-01 02:35:03,,,,,,2021-01-01 02:36:13,41b5c1e8ef7f60bba69927f3970e2319
81,829b7961be79ef74bb1b65b02c816ff9,yLDDvlcz,507,,31fe4f3e92de288f10b4cc1fd9f6dbef,2021-01-01 01:14:28,,,,,,2021-01-01 01:17:05,2b8ff679732185ddfb6f78e55654618a
82,7dfc3b7003118510dbd0bdb9958a634b,sDSsGFG6,280,,0f34b769c78533029863b50dd2d4fb35,2021-01-01 00:52:55,,,,,,2021-01-01 00:55:48,f6b916aa2f167d2df7d2fc185ce63b50
83,a7b29d248eb9de0d1704264bc944e80c,MjCQ5S00,957,,13c94e1de083f0b6c77db02ab058f548,2021-01-01 01:24:54,,,,,,2021-01-01 01:27:16,c05325d251b8f81a50da922f7bad486c
84,79645b5b0037307dbbbb34796ea2dd75,OkXkhMY3,-817,,17a1c0693216770764f3a2f3edb0947e,2021-01-01 00:02:11,,,,,,2021-01-01 00:04:18,0970b66c7c24714b06b54b2ae70fdae6
85,cc422d3d040017a4f4ce088e83721afc,BCQVJnrM,782,,aaf16c2bf3b13d56321a2f95bab030c6,2021-01-01 01:55:33,,,,,,2021-01-01 01:59:41,59943cbc289d60bd8009abb1571124b0
86,be7f1753eb68f71b641b24642d1bd12e,SIUxZUz6,-487,,6664ea540ea4dfdc4ea44f00956a7703,2021-01-01 02:29:53,,,,,,2021-01-01 02:33:07,d418549b4ac2a75fef878b99f90efc4f
87,590a1d451e9df6babacba1bca3d57529,3JHbezZc,-775,,af25465c956e250e522a6f1989ead58c,2021-01-01 02:39:13,,,,,,2021-01-01 02:40:45,00cea301bb0536eab1bbc95cd81f6898
88,a43a9416d7b08c0f0fc87f59ead3ab0d,0skQEjxM,724,,802620df685e4a27eed35da22b30a8ee,2021-01-01 01:29:37,,,,,,2021-01-01 01:31:29,20b1fb9d4f830c134294a627e7ecf53f
89,8bfd4d7203f760c4f763c1380c457c7d,pgBUOtUs,-282,,6a122fac5508a7934404c1589f734a5e,2021-01-01 02:12:32,,,,,,2021-01-01 02:16:30,5261f5da610700c685e3c6851348cbee
90,8f879a28d0764afac8d868a8d211ac80,0skQEjxM,-842,,fcfb09f56d8585d1d3669fe529ef085e,2021-01-01 02:30:41,,,,,,2021-01-01 02:33:09,21ec28c1006ef0638e08ea70716f4986
91,d72e5f662d7dd2f65e219a7649d6c44a,Yk9MAUKe,-264,,7c48f8287bc682b5a536fc27bf874ffb,2021-01-01 02:15:15,,,,,,2021-01-01 02:18:36,309c1d59ec7d95a5722c88d47783ea1c
92,c06ded9d51b5a6a0c62a2929bf1ee631,OOmKB6Y5,-390,,10dcc2c274c681fc27af6ddb10ab7bd5,2021-01-01 01:29:44,,,,,,2021-01-01 01:31:47,19b62a0864b612f1e35722c09a10fe60
93,a4d06bd591f34afc749c149ce3405133,pgBUOtUs,263,,544433d82dc57f72ce7aaa53e47bc597,2021-01-01 02:35:25,,,,,,2021-01-01 02:40:00,af24951ead04c9ee52da6dc9d41e1092
94,589691c8ed88c93734f8bd22d604e361,1dRXXlhS,-320,,4ccfc21a01db22ec495c861cd138e7a4,2021-01-01 00:23:23,,,,,,2021-01-01 00:25:40,6297edb8222693051dfb17b704a9897f
95,81bddc88268b12b4986fbfac0c06c438,t3S1Aj2b,44,,6565c9d5493dcf90457d4be2197485ab,2021-01-01 02:06:55,,,,,,2021-01-01 02:11:52,7cb11fddb9754a7a645fb5139f180e1b
96,f3d4ed9c1ea17ce39657ef929e78c95b,Yk9MAUKe,-416,,a339786676d7924f3dd034abda16bec5,2021-01-01 02:02:34,,,,,,2021-01-01 02:03:23,59741915adf2f5c85111da29b8cf0e08
97,7a9ee9743ec90f572f87c0bf3d982d0f,FLykESrn,589,,6049ee8e9b4441b925a6ed1326986d8c,2021-01-01 01:28:50,,,,,,2021-01-01 01:29:09,5fbffdd6863b39576db67f595f7ef061
98,16055d1134ea6c4fd6c354d9633886bf,eiqqlfDa,-559,,84dc64b3a4c2a32deedfd2df683dd8cb,2021-01-01 01:32:12,,,,,,2021-01-01 01:35:43,60711d810cf54f29136b683253311afe
99,ff504bf299dd3037fd0def1360488a3f,wkbU6IGZ,-239,,628fdfe7f64e7e6ca53558a73ef26274,2021-01-01 00:33:21,,,,,,2021-01-01 00:36:54,a77e7e4031ffddab6fc10c532cc27b11
100,8dcbd32689692fc82e0e14855904fea1,5pyNILMA,-973,,67b536d6e396ebca2cb1304fed067b9d,2021-01-01 01:57:45,,,,,,2021-01-01 02:00:01,ce6af555869d3b30610f24bc0d8a8556
101,66a0446057d222d497a1a2527bed2f5a,eiqqlfDa,-800,,833051c7a465115967f69b50ecc5b657,2021-01-01 00:21:17,,,,,,2021-01-01 00:25:44,f30e203792bbc3d63c6d271d550a5b7f
102,8cda3a207998fc70a33e3dc627edc177,vUq5YSDB,-314,,e374def98b596e957d40fddc07d6786d,2021-01-01 01:55:29,,,,,,2021-01-01 01:56:34,d356b1956019b965bfe999dd8913cac1
103,fb29e58a58831ee5ff849355a81826c4,wkbU6IGZ,600,,87b4fd85e49a0dbd79fab646d218ac89,2021-01-01 02:40:27,,,,,,2021-01-01 02:44:20,46377c4c43c9e75398531599c22442f4
104,7b33e27defddcf73225743a270753b17,iD3BXG7C,444,,40126a9611b0437055d2d2604a927adc,2021-01-01 01:24:04,,,,,,2021-01-01 01:26:39,584a92890911fb3fbbc41c947fa6cc32
105,9aec156df614a723ef09335e72557efa,sDSsGFG6,682,,84819f2a7b680b7671fa40523366302f,2021-01-01 01:10:56,,,,,,2021-01-01 01:13:16,f0d852d6122518033106dfc9c9228f1f
106,79539ab3631960fb102503bc35a283aa,sDSsGFG6,-256,,7e4bfdc0695162cc3fd79dd31d356d0d,2021-01-01 01:31:55,,,,,,2021-01-01 01:32:28,606d955dd8b4c50e30adc30fcee55a60
107,d39b0777bf1a9341eddccaf7f900a692,NA3y3ZPm,-266,,cbbaa895bd48b07cffa12c0cb37af235,2021-01-01 01:52:10,,,,,,2021-01-01 01:53:45,0f48a2fa3c14a58132778c8b512d4835
108,a78b7df72954cc1f62e17fe82d89c193,0v9JGDym,-704,,794f0decf638a488e86530d185f90b58,2021-01-01 01:50:10,,,,,,2021-01-01 01:51:04,1af3b064dd7a8da570b79a7f67620508
109,9eafebf8b4066f138aef99c22d917d07,xJy9dMdk,437,,215e93043943d47c3ce4e7b69200a161,2021-01-01 02:30:51,,,,,,2021-01-01 02:32:16,f1f7ea4fd627058822a3eaae57c1d531
110,036d97aef20f9f6065457dc623646440,Yk9MAUKe,516,,49741490616ec9899f9fdb076c71c023,2021-01-01 02:01:44,,,,,,2021-01-01 02:05:38,a030eb77006e3e2459301615debc22d2
111,c5c6aafdafbcba4ccecba1bc1d6137fc,vUq5YSDB,880,,ba2437917c9e1fb9e0373a96ae4355db,2021-01-01 00:31:12,,,,,,2021-01-01 00:32:08,6e6d0f619544a467c0a25c28d3016709
112,535603253ec93f603ab1dfc1679ea4d8,cKx37zuM,-871,,94b578564e291aa7e9d60c46e87a56b5,2021-01-01 01:11:59,,,,,,2021-01-01 01:16:52,fd00a8dcd72e98775d34edf85bd7d3bc
113,f882e599dbe4d36304c1a0af5195f0df,4Szgz90h,38,,b42c285308eb39e24cdda40f99702a58,2021-01-01 01:40:52,,,,,,2021-01-01 01:41:32,f857f58908150b7652f9aba3023115f6
114,c307575880d5e0f9ed8966a8067b885d,NA5dJkdS,-140,,8b2891c3f09d88cd439ae2c72df038e4,2021-01-01 02:07:01,,,,,,2021-01-01 02:09:47,300c7b998d9a8b307b9dc43dbd3223d2
115,b3c4891011cc91df258ec1362e2a407d,t3S1Aj2b,333,,9abfe458c4e4842d9000695208d48e7e,2021-01-01 00:44:44,,,,,,2021-01-01 00:48:41,3e15f4f538d4d9fb2e184c056fe115c4
116,8f3bddc2c57344b60a7219f59b721cfb,BCQVJnrM,-979,,9a1d5f02b5ec2227043042828af757b4,2021-01-01 02:37:10,,,,,,2021-01-01 02:38:17,26a8eb224f8b0d3e6f30670360fa7031
117,95882f057da20483754e7762cf06fad4,SIUxZUz6,-884,,b7bc0f6887d2f1d2d70ccf89529c4bad,2021-01-01 02:14:36,,,,,,2021-01-01 02:15:22,fc5c2150f5367bb663100ad96542193e
118,9bc086df8934f22af3f6abdf5cdcf657,1u3dQSLd,294,,3b1c814f04ecfbca800b03e87cfb8e1b,2021-01-01 00:19:20,,,,,,2021-01-01 00:22:38,c01a23730d915d41f6db59942c761991
119,20769d5dab512f4a04c9aae4e5f89ef2,UCMlw0B0,-568,,fb903babc97c54f8e6183e85c0860fcc,2021-01-01 01:31:13,,,,,,2021-01-01 01:36:00,86fdda0beb27296fc8cb364848d87656
120,f8cda818dae3d3c34efb22164d6445f2,5pyNILMA,-853,,0b7ff62723a2b5e283aafdb60f55f4f3,2021-01-01 01:22:29,,,,,,2021-01-01 01:27:12,3f1a5684a39a55b71867b2606a18a2a6
121,b9dad93486f30dc3b5d33255e4962266,2Dl5Ojbz,973,,94b018565ff6358c966e0ecce931b12d,2021-01-01 00:53:38,,,,,,2021-01-01 00:57:15,13e009b7ebfa9a534d7ebaf3c6495af9
122,a84f1066202baef6235810755fab17bb,xHQThEtD,-395,,3a9413986e88501b3f0762e8fc94cae6,2021-01-01 01:50:08,,,,,,2021-01-01 01:53:35,029fb456a7cfb0df381628e2302ec909
123,58bd3210dbe843e95630c924268e2e1c,wfzCK4wd,-565,,93895cc4d9e89fc07128aafc17c43508,2021-01-01 01:23:33,,,,,,2021-01-01 01:27:52,09d9696897e267aa88ab35bfb851b6a4
